payment_id,project_id,payment_date,amount,payment_type,agency,data_source
PAY-0150-1,MPLADS-SYN-0150,2026-05-30,92126,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0150-2,MPLADS-SYN-0150,2026-07-28,166827,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0150-3,MPLADS-SYN-0150,2026-07-11,205447,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0151-1,MPLADS-SYN-0151,2026-07-24,69313,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0151-2,MPLADS-SYN-0151,2026-06-20,105270,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0151-3,MPLADS-SYN-0151,2026-07-26,44237,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0151-4,MPLADS-SYN-0151,2026-07-22,221437,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0152-1,MPLADS-SYN-0152,2026-05-20,222772,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0152-2,MPLADS-SYN-0152,2026-02-23,66379,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0152-3,MPLADS-SYN-0152,2026-03-26,279580,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0153-1,MPLADS-SYN-0153,2026-06-06,1474620,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0153-2,MPLADS-SYN-0153,2026-06-10,356020,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0153-3,MPLADS-SYN-0153,2026-05-18,425173,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0153-4,MPLADS-SYN-0153,2026-03-20,1120087,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0154-1,MPLADS-SYN-0154,2026-10-16,276101,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0154-2,MPLADS-SYN-0154,2026-08-04,141407,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0154-3,MPLADS-SYN-0154,2026-07-24,310211,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0155-1,MPLADS-SYN-0155,2026-05-22,149114,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0155-2,MPLADS-SYN-0155,2026-05-04,126790,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0155-3,MPLADS-SYN-0155,2026-04-11,187391,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0155-4,MPLADS-SYN-0155,2026-04-12,314544,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0156-1,MPLADS-SYN-0156,2026-08-16,362208,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0156-2,MPLADS-SYN-0156,2026-09-14,136749,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0156-3,MPLADS-SYN-0156,2026-09-14,398136,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0157-1,MPLADS-SYN-0157,2027-01-11,325549,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0157-2,MPLADS-SYN-0157,2026-12-26,100473,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0157-3,MPLADS-SYN-0157,2026-12-16,126010,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0157-4,MPLADS-SYN-0157,2027-02-13,348722,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0158-1,MPLADS-SYN-0158,2026-10-06,196634,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0158-2,MPLADS-SYN-0158,2026-10-22,127516,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0158-3,MPLADS-SYN-0158,2026-10-22,61717,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0158-4,MPLADS-SYN-0158,2026-09-19,45242,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0158-5,MPLADS-SYN-0158,2026-09-14,103863,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0159-1,MPLADS-SYN-0159,2026-06-23,776200,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0159-2,MPLADS-SYN-0159,2026-07-15,1005000,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0160-1,MPLADS-SYN-0160,2026-12-13,262476,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0160-2,MPLADS-SYN-0160,2026-12-09,327230,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0160-3,MPLADS-SYN-0160,2026-10-27,67420,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0160-4,MPLADS-SYN-0160,2026-10-25,336455,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0161-1,MPLADS-SYN-0161,2026-08-15,541229,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0161-2,MPLADS-SYN-0161,2026-09-11,463120,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0161-3,MPLADS-SYN-0161,2026-08-22,436428,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0161-4,MPLADS-SYN-0161,2026-08-06,648908,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0162-1,MPLADS-SYN-0162,2026-08-28,390583,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0162-2,MPLADS-SYN-0162,2026-07-12,158531,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0162-3,MPLADS-SYN-0162,2026-06-15,69644,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0162-4,MPLADS-SYN-0162,2026-07-18,116434,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0162-5,MPLADS-SYN-0162,2026-09-14,172317,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0163-1,MPLADS-SYN-0163,2026-05-11,282249,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0163-2,MPLADS-SYN-0163,2026-09-21,409751,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0164-1,MPLADS-SYN-0164,2026-07-19,303599,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0164-2,MPLADS-SYN-0164,2026-10-20,169411,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0164-3,MPLADS-SYN-0164,2026-07-28,162687,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0164-4,MPLADS-SYN-0164,2026-10-20,207903,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0165-1,MPLADS-SYN-0165,2026-08-05,162019,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0165-2,MPLADS-SYN-0165,2026-11-17,82786,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0165-3,MPLADS-SYN-0165,2026-11-28,37686,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0165-4,MPLADS-SYN-0165,2026-07-18,31395,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0165-5,MPLADS-SYN-0165,2026-08-27,78386,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0166-1,MPLADS-SYN-0166,2026-04-04,282665,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0166-2,MPLADS-SYN-0166,2026-07-26,644363,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0166-3,MPLADS-SYN-0166,2026-06-05,882372,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0167-1,MPLADS-SYN-0167,2026-06-05,418831,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0167-2,MPLADS-SYN-0167,2026-06-18,100722,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0167-3,MPLADS-SYN-0167,2026-07-16,194391,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0167-4,MPLADS-SYN-0167,2026-07-19,99012,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0167-5,MPLADS-SYN-0167,2026-07-18,179070,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0168-1,MPLADS-SYN-0168,2026-07-31,26132,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0168-2,MPLADS-SYN-0168,2026-09-29,34497,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0168-3,MPLADS-SYN-0168,2026-09-30,34480,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0168-4,MPLADS-SYN-0168,2026-09-25,46106,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0169-1,MPLADS-SYN-0169,2026-04-04,75324,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0169-2,MPLADS-SYN-0169,2026-04-27,134331,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0169-3,MPLADS-SYN-0169,2026-07-20,192945,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0170-1,MPLADS-SYN-0170,2026-02-28,88209,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0170-2,MPLADS-SYN-0170,2026-05-09,84500,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0170-3,MPLADS-SYN-0170,2026-03-25,32794,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0170-4,MPLADS-SYN-0170,2026-03-23,151689,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0171-1,MPLADS-SYN-0171,2026-10-10,182176,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0171-2,MPLADS-SYN-0171,2026-11-21,372127,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0171-3,MPLADS-SYN-0171,2026-11-30,161752,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0171-4,MPLADS-SYN-0171,2026-10-13,132225,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0171-5,MPLADS-SYN-0171,2026-08-14,175848,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0172-1,MPLADS-SYN-0172,2026-04-29,618557,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0172-2,MPLADS-SYN-0172,2026-06-08,286717,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0172-3,MPLADS-SYN-0172,2026-04-20,199705,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0172-4,MPLADS-SYN-0172,2026-03-31,172768,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0172-5,MPLADS-SYN-0172,2026-03-31,219874,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0173-1,MPLADS-SYN-0173,2026-09-23,1180825,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0173-2,MPLADS-SYN-0173,2027-01-14,591125,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0173-3,MPLADS-SYN-0173,2026-11-20,1124335,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0174-1,MPLADS-SYN-0174,2026-04-24,64862,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0174-2,MPLADS-SYN-0174,2026-05-27,63767,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0174-3,MPLADS-SYN-0174,2026-07-08,38417,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0174-4,MPLADS-SYN-0174,2026-05-01,53491,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0174-5,MPLADS-SYN-0174,2026-07-05,74866,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0175-1,MPLADS-SYN-0175,2026-10-07,235578,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0175-2,MPLADS-SYN-0175,2026-09-10,258266,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0175-3,MPLADS-SYN-0175,2026-09-29,365650,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0175-4,MPLADS-SYN-0175,2026-09-04,115008,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0175-5,MPLADS-SYN-0175,2026-11-28,332298,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0176-1,MPLADS-SYN-0176,2026-06-01,539569,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0176-2,MPLADS-SYN-0176,2026-04-28,173841,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0176-3,MPLADS-SYN-0176,2026-02-25,281693,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0176-4,MPLADS-SYN-0176,2026-05-11,121174,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0176-5,MPLADS-SYN-0176,2026-03-28,308932,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0177-1,MPLADS-SYN-0177,2026-08-31,275612,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0177-2,MPLADS-SYN-0177,2026-12-04,201261,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0177-3,MPLADS-SYN-0177,2026-12-12,69699,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0177-4,MPLADS-SYN-0177,2026-10-12,67073,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0177-5,MPLADS-SYN-0177,2026-07-26,115955,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0178-1,MPLADS-SYN-0178,2026-07-26,106813,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0178-2,MPLADS-SYN-0178,2026-07-08,158578,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0179-1,MPLADS-SYN-0179,2026-08-14,134183,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0179-2,MPLADS-SYN-0179,2026-08-12,208797,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0179-3,MPLADS-SYN-0179,2026-08-07,177302,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0179-4,MPLADS-SYN-0179,2026-08-05,113790,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0179-5,MPLADS-SYN-0179,2026-05-13,139668,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0180-1,MPLADS-SYN-0180,2026-08-08,91872,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0180-2,MPLADS-SYN-0180,2026-10-17,50889,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0180-3,MPLADS-SYN-0180,2026-09-11,14507,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0180-4,MPLADS-SYN-0180,2026-06-25,63199,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0181-1,MPLADS-SYN-0181,2026-11-19,446316,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0181-2,MPLADS-SYN-0181,2027-02-12,941492,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0182-1,MPLADS-SYN-0182,2026-05-31,128808,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0182-2,MPLADS-SYN-0182,2026-06-22,136966,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0182-3,MPLADS-SYN-0182,2026-08-23,61702,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0182-4,MPLADS-SYN-0182,2026-07-08,47021,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0182-5,MPLADS-SYN-0182,2026-05-24,192558,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0183-1,MPLADS-SYN-0183,2026-08-08,199913,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0183-2,MPLADS-SYN-0183,2026-10-05,110058,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0183-3,MPLADS-SYN-0183,2026-06-01,518228,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0184-1,MPLADS-SYN-0184,2026-04-15,258695,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0184-2,MPLADS-SYN-0184,2026-04-06,389422,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0185-1,MPLADS-SYN-0185,2026-09-10,253755,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0185-2,MPLADS-SYN-0185,2026-12-24,77897,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0185-3,MPLADS-SYN-0185,2026-09-13,57267,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0185-4,MPLADS-SYN-0185,2026-08-06,70354,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0185-5,MPLADS-SYN-0185,2026-12-22,177920,Milestone Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0186-1,MPLADS-SYN-0186,2027-04-09,195891,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0186-2,MPLADS-SYN-0186,2027-03-07,107551,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0186-3,MPLADS-SYN-0186,2027-02-22,31558,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0186-4,MPLADS-SYN-0186,2027-02-26,120489,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0187-1,MPLADS-SYN-0187,2026-10-28,860447,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0187-2,MPLADS-SYN-0187,2026-11-13,220682,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0187-3,MPLADS-SYN-0187,2026-09-19,299410,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0187-4,MPLADS-SYN-0187,2026-09-01,172557,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0187-5,MPLADS-SYN-0187,2026-10-29,414393,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0188-1,MPLADS-SYN-0188,2026-10-16,92814,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0188-2,MPLADS-SYN-0188,2026-09-10,296386,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0189-1,MPLADS-SYN-0189,2026-05-09,221336,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0189-2,MPLADS-SYN-0189,2026-04-09,133660,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0189-3,MPLADS-SYN-0189,2026-03-02,131598,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0189-4,MPLADS-SYN-0189,2026-03-08,422923,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0190-1,MPLADS-SYN-0190,2027-03-06,110280,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0190-2,MPLADS-SYN-0190,2026-12-04,151829,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0190-3,MPLADS-SYN-0190,2026-12-10,235311,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0191-1,MPLADS-SYN-0191,2026-02-12,254502,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0191-2,MPLADS-SYN-0191,2026-03-16,757376,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0192-1,MPLADS-SYN-0192,2026-05-18,259995,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0192-2,MPLADS-SYN-0192,2026-05-14,372563,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0192-3,MPLADS-SYN-0192,2026-09-05,178339,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0192-4,MPLADS-SYN-0192,2026-08-24,123140,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0192-5,MPLADS-SYN-0192,2026-07-19,287910,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0193-1,MPLADS-SYN-0193,2026-06-21,117022,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0193-2,MPLADS-SYN-0193,2026-08-03,82945,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0193-3,MPLADS-SYN-0193,2026-06-10,54225,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0193-4,MPLADS-SYN-0193,2026-05-15,167008,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0194-1,MPLADS-SYN-0194,2026-09-10,526106,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0194-2,MPLADS-SYN-0194,2026-08-11,1278094,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0195-1,MPLADS-SYN-0195,2026-02-10,602339,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0195-2,MPLADS-SYN-0195,2026-04-04,809472,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0196-1,MPLADS-SYN-0196,2026-10-18,206546,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0196-2,MPLADS-SYN-0196,2026-06-20,818254,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0197-1,MPLADS-SYN-0197,2026-09-10,223450,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0197-2,MPLADS-SYN-0197,2026-11-06,137635,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0197-3,MPLADS-SYN-0197,2026-11-11,136428,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0197-4,MPLADS-SYN-0197,2026-11-16,338355,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0198-1,MPLADS-SYN-0198,2026-03-08,84321,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0198-2,MPLADS-SYN-0198,2026-04-04,466003,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0199-1,MPLADS-SYN-0199,2026-07-31,232061,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0199-2,MPLADS-SYN-0199,2026-05-27,636479,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0200-1,MPLADS-SYN-0200,2026-03-15,1037619,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0200-2,MPLADS-SYN-0200,2026-05-07,419014,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0200-3,MPLADS-SYN-0200,2026-05-22,535170,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0200-4,MPLADS-SYN-0200,2026-05-06,164060,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0200-5,MPLADS-SYN-0200,2026-05-28,841323,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0201-1,MPLADS-SYN-0201,2026-10-05,308706,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0201-2,MPLADS-SYN-0201,2026-09-15,1529087,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0202-1,MPLADS-SYN-0202,2026-01-28,245108,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0202-2,MPLADS-SYN-0202,2026-02-13,255572,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0202-3,MPLADS-SYN-0202,2026-02-09,366320,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0203-1,MPLADS-SYN-0203,2026-08-13,815976,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0203-2,MPLADS-SYN-0203,2026-10-17,1344650,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0204-1,MPLADS-SYN-0204,2026-04-10,155001,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0204-2,MPLADS-SYN-0204,2026-04-15,85607,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0204-3,MPLADS-SYN-0204,2026-04-29,57250,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0204-4,MPLADS-SYN-0204,2026-03-14,108564,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0205-1,MPLADS-SYN-0205,2026-03-20,532323,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0205-2,MPLADS-SYN-0205,2026-03-07,447133,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0205-3,MPLADS-SYN-0205,2026-05-21,776215,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0205-4,MPLADS-SYN-0205,2026-05-31,1748158,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0206-1,MPLADS-SYN-0206,2026-04-16,245101,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0206-2,MPLADS-SYN-0206,2026-07-09,75999,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0206-3,MPLADS-SYN-0206,2026-04-09,131282,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0206-4,MPLADS-SYN-0206,2026-04-04,52102,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0206-5,MPLADS-SYN-0206,2026-06-20,192141,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0207-1,MPLADS-SYN-0207,2026-04-14,233475,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0207-2,MPLADS-SYN-0207,2026-02-02,446712,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0207-3,MPLADS-SYN-0207,2026-05-15,866634,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0208-1,MPLADS-SYN-0208,2026-09-26,160896,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0208-2,MPLADS-SYN-0208,2026-05-07,724900,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0209-1,MPLADS-SYN-0209,2026-04-22,350296,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0209-2,MPLADS-SYN-0209,2026-06-07,1039376,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0210-1,MPLADS-SYN-0210,2026-06-14,453407,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0210-2,MPLADS-SYN-0210,2026-06-05,921955,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0211-1,MPLADS-SYN-0211,2026-08-13,87200,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0211-2,MPLADS-SYN-0211,2026-06-16,27739,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0211-3,MPLADS-SYN-0211,2026-06-11,127061,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
