complaint_id,project_id,date,complaint_type,description,latitude,longitude,status,data_source
C-0544,MPLADS-SYN-0544,2026-08-24,Delay,Citizen requests verification,25.462094,77.125307,Resolved,SYNTHETIC_PROTOTYPE
C-0545,MPLADS-SYN-0545,2026-08-07,Work Not Started,Work appears slow,20.403038,73.212619,Open,SYNTHETIC_PROTOTYPE
C-0549,MPLADS-SYN-0549,2026-10-25,Cost Concern,Reported work not visible at site,10.826028,78.340093,Open,SYNTHETIC_PROTOTYPE
C-0550,MPLADS-SYN-0550,2026-06-28,Cost Concern,Quality requires inspection,28.26462,72.970377,Under Review,SYNTHETIC_PROTOTYPE
C-0551,MPLADS-SYN-0551,2026-03-05,Work Not Started,Citizen requests verification,10.477355,81.041013,Under Review,SYNTHETIC_PROTOTYPE
C-0552,MPLADS-SYN-0552,2026-05-10,Cost Concern,Quality requires inspection,12.724117,83.97575,Open,SYNTHETIC_PROTOTYPE
C-0554,MPLADS-SYN-0554,2026-04-02,Work Quality,Reported work not visible at site,13.927208,72.656736,Open,SYNTHETIC_PROTOTYPE
C-0557,MPLADS-SYN-0557,2026-04-18,Work Not Started,Quality requires inspection,8.818258,83.657838,Resolved,SYNTHETIC_PROTOTYPE
C-0564,MPLADS-SYN-0564,2027-02-27,Duplicate Work Concern,Citizen requests verification,21.455139,73.101473,Open,SYNTHETIC_PROTOTYPE
C-0567,MPLADS-SYN-0567,2026-09-12,Cost Concern,Work appears slow,12.211434,72.375281,Resolved,SYNTHETIC_PROTOTYPE
C-0573,MPLADS-SYN-0573,2026-05-15,Work Quality,Reported work not visible at site,10.756866,86.008391,Under Review,SYNTHETIC_PROTOTYPE
C-0574,MPLADS-SYN-0574,2026-09-09,Work Quality,Quality requires inspection,9.362303,81.646097,Open,SYNTHETIC_PROTOTYPE
C-0575,MPLADS-SYN-0575,2026-05-13,Delay,Reported work not visible at site,27.610599,73.09084,Under Review,SYNTHETIC_PROTOTYPE
C-0577,MPLADS-SYN-0577,2026-08-07,Work Quality,Reported work not visible at site,8.385883,77.384401,Under Review,SYNTHETIC_PROTOTYPE
C-0582,MPLADS-SYN-0582,2026-06-12,Delay,Citizen requests verification,10.41396,88.158724,Resolved,SYNTHETIC_PROTOTYPE
C-0583,MPLADS-SYN-0583,2026-08-31,Work Quality,Reported work not visible at site,9.811928,78.764055,Under Review,SYNTHETIC_PROTOTYPE
C-0588,MPLADS-SYN-0588,2026-08-12,Work Not Started,Quality requires inspection,18.348193,86.62635,Under Review,SYNTHETIC_PROTOTYPE
C-0589,MPLADS-SYN-0589,2026-09-03,Duplicate Work Concern,Reported work not visible at site,21.781198,88.306769,Under Review,SYNTHETIC_PROTOTYPE
C-0597,MPLADS-SYN-0597,2026-09-04,Delay,Work appears slow,23.17047,82.145473,Resolved,SYNTHETIC_PROTOTYPE
C-0600,MPLADS-SYN-0600,2026-08-14,Duplicate Work Concern,Reported work not visible at site,15.493227,78.471831,Under Review,SYNTHETIC_PROTOTYPE
C-0602,MPLADS-SYN-0602,2026-04-01,Delay,Reported work not visible at site,21.954536,87.624067,Open,SYNTHETIC_PROTOTYPE
C-0605,MPLADS-SYN-0605,2026-05-15,Delay,Citizen requests verification,10.115047,78.654254,Under Review,SYNTHETIC_PROTOTYPE
C-0612,MPLADS-SYN-0612,2026-07-11,Delay,Work appears slow,9.170149,82.641156,Resolved,SYNTHETIC_PROTOTYPE
C-0613,MPLADS-SYN-0613,2026-03-20,Duplicate Work Concern,Reported work not visible at site,22.479378,82.451361,Open,SYNTHETIC_PROTOTYPE
C-0614,MPLADS-SYN-0614,2026-04-02,Duplicate Work Concern,Reported work not visible at site,16.653646,75.840608,Under Review,SYNTHETIC_PROTOTYPE
C-0618,MPLADS-SYN-0618,2027-01-26,Duplicate Work Concern,Citizen requests verification,22.293783,77.390917,Open,SYNTHETIC_PROTOTYPE
C-0620,MPLADS-SYN-0620,2026-08-23,Work Quality,Work appears slow,12.039211,74.840927,Resolved,SYNTHETIC_PROTOTYPE
C-0622,MPLADS-SYN-0622,2026-04-24,Delay,Reported work not visible at site,9.608429,82.982447,Under Review,SYNTHETIC_PROTOTYPE
C-0624,MPLADS-SYN-0624,2026-04-02,Delay,Reported work not visible at site,9.172866,78.092401,Resolved,SYNTHETIC_PROTOTYPE
C-0625,MPLADS-SYN-0625,2026-07-26,Delay,Reported work not visible at site,19.982793,87.655542,Under Review,SYNTHETIC_PROTOTYPE
C-0626,MPLADS-SYN-0626,2026-06-07,Cost Concern,Citizen requests verification,25.43512,84.216193,Resolved,SYNTHETIC_PROTOTYPE
C-0629,MPLADS-SYN-0629,2026-04-11,Duplicate Work Concern,Quality requires inspection,23.445838,82.265098,Under Review,SYNTHETIC_PROTOTYPE
C-0635,MPLADS-SYN-0635,2026-07-11,Delay,Citizen requests verification,15.004734,78.94851,Under Review,SYNTHETIC_PROTOTYPE
C-0638,MPLADS-SYN-0638,2026-10-24,Work Quality,Citizen requests verification,17.005414,77.792785,Open,SYNTHETIC_PROTOTYPE
C-0644,MPLADS-SYN-0644,2026-10-05,Work Quality,Work appears slow,20.513142,75.439235,Open,SYNTHETIC_PROTOTYPE
C-0647,MPLADS-SYN-0647,2026-12-02,Work Not Started,Citizen requests verification,13.041348,87.738613,Resolved,SYNTHETIC_PROTOTYPE
C-0649,MPLADS-SYN-0649,2026-09-17,Work Not Started,Quality requires inspection,9.124611,73.107351,Under Review,SYNTHETIC_PROTOTYPE
C-0653,MPLADS-SYN-0653,2026-03-26,Delay,Citizen requests verification,27.919252,87.1429,Open,SYNTHETIC_PROTOTYPE
C-0654,MPLADS-SYN-0654,2026-04-19,Cost Concern,Reported work not visible at site,19.657429,74.294778,Under Review,SYNTHETIC_PROTOTYPE
C-0657,MPLADS-SYN-0657,2026-06-13,Duplicate Work Concern,Reported work not visible at site,23.445925,76.284309,Resolved,SYNTHETIC_PROTOTYPE
C-0658,MPLADS-SYN-0658,2026-06-27,Cost Concern,Quality requires inspection,18.543493,79.047785,Resolved,SYNTHETIC_PROTOTYPE
C-0659,MPLADS-SYN-0659,2026-10-23,Cost Concern,Citizen requests verification,14.626344,73.984663,Resolved,SYNTHETIC_PROTOTYPE
C-0660,MPLADS-SYN-0660,2026-02-05,Work Not Started,Reported work not visible at site,21.370012,74.560325,Resolved,SYNTHETIC_PROTOTYPE
C-0661,MPLADS-SYN-0661,2026-05-14,Delay,Reported work not visible at site,17.935317,76.412356,Under Review,SYNTHETIC_PROTOTYPE
C-0666,MPLADS-SYN-0666,2026-09-04,Delay,Reported work not visible at site,14.190444,72.030589,Open,SYNTHETIC_PROTOTYPE
C-0667,MPLADS-SYN-0667,2026-06-06,Cost Concern,Reported work not visible at site,16.864292,81.856963,Under Review,SYNTHETIC_PROTOTYPE
C-0668,MPLADS-SYN-0668,2026-05-08,Duplicate Work Concern,Reported work not visible at site,11.381413,82.479774,Open,SYNTHETIC_PROTOTYPE
C-0669,MPLADS-SYN-0669,2027-01-24,Work Quality,Reported work not visible at site,24.60958,83.092892,Under Review,SYNTHETIC_PROTOTYPE
C-0670,MPLADS-SYN-0670,2026-05-19,Delay,Work appears slow,10.958327,75.400051,Resolved,SYNTHETIC_PROTOTYPE
C-0672,MPLADS-SYN-0672,2026-09-21,Work Quality,Citizen requests verification,24.08472,76.125892,Under Review,SYNTHETIC_PROTOTYPE
C-0676,MPLADS-SYN-0676,2026-07-22,Work Not Started,Citizen requests verification,8.884826,77.007958,Under Review,SYNTHETIC_PROTOTYPE
C-0685,MPLADS-SYN-0685,2026-11-04,Work Not Started,Work appears slow,26.942651,79.163515,Under Review,SYNTHETIC_PROTOTYPE
C-0692,MPLADS-SYN-0692,2026-12-12,Delay,Citizen requests verification,16.61242,79.348871,Resolved,SYNTHETIC_PROTOTYPE
C-0702,MPLADS-SYN-0702,2026-01-21,Cost Concern,Citizen requests verification,16.321967,77.481027,Under Review,SYNTHETIC_PROTOTYPE
C-0704,MPLADS-SYN-0704,2026-12-24,Cost Concern,Work appears slow,22.745532,83.839258,Open,SYNTHETIC_PROTOTYPE
C-0705,MPLADS-SYN-0705,2026-05-02,Delay,Citizen requests verification,17.480994,74.068363,Open,SYNTHETIC_PROTOTYPE
C-0709,MPLADS-SYN-0709,2026-08-21,Work Quality,Citizen requests verification,13.707756,87.865377,Open,SYNTHETIC_PROTOTYPE
C-0710,MPLADS-SYN-0710,2026-06-02,Cost Concern,Citizen requests verification,8.459037,74.405786,Under Review,SYNTHETIC_PROTOTYPE
C-0715,MPLADS-SYN-0715,2026-07-02,Delay,Work appears slow,11.332679,82.90019,Open,SYNTHETIC_PROTOTYPE
C-0716,MPLADS-SYN-0716,2026-09-04,Work Not Started,Quality requires inspection,27.872336,72.327661,Under Review,SYNTHETIC_PROTOTYPE
C-0718,MPLADS-SYN-0718,2026-04-30,Work Quality,Work appears slow,22.976561,81.443628,Open,SYNTHETIC_PROTOTYPE
C-0721,MPLADS-SYN-0721,2026-05-05,Cost Concern,Quality requires inspection,11.250046,75.924905,Under Review,SYNTHETIC_PROTOTYPE
C-0722,MPLADS-SYN-0722,2026-07-09,Delay,Quality requires inspection,11.02272,83.169808,Under Review,SYNTHETIC_PROTOTYPE
C-0724,MPLADS-SYN-0724,2026-07-26,Delay,Reported work not visible at site,8.793106,75.418417,Resolved,SYNTHETIC_PROTOTYPE
C-0732,MPLADS-SYN-0732,2026-10-18,Work Quality,Quality requires inspection,23.680252,77.237482,Open,SYNTHETIC_PROTOTYPE
C-0733,MPLADS-SYN-0733,2026-08-10,Delay,Quality requires inspection,24.863756,80.531019,Under Review,SYNTHETIC_PROTOTYPE
C-0746,MPLADS-SYN-0746,2026-07-19,Work Quality,Work appears slow,22.58427,81.54508,Under Review,SYNTHETIC_PROTOTYPE
C-0747,MPLADS-SYN-0747,2026-07-23,Cost Concern,Work appears slow,27.640438,73.266007,Resolved,SYNTHETIC_PROTOTYPE
C-0752,MPLADS-SYN-0752,2026-06-08,Cost Concern,Reported work not visible at site,24.544399,75.275551,Under Review,SYNTHETIC_PROTOTYPE
C-0756,MPLADS-SYN-0756,2026-07-13,Delay,Quality requires inspection,27.488736,79.792857,Under Review,SYNTHETIC_PROTOTYPE
C-0760,MPLADS-SYN-0760,2026-10-20,Cost Concern,Reported work not visible at site,19.835559,72.058072,Resolved,SYNTHETIC_PROTOTYPE
C-0762,MPLADS-SYN-0762,2026-05-12,Cost Concern,Work appears slow,12.701782,79.780912,Resolved,SYNTHETIC_PROTOTYPE
C-0764,MPLADS-SYN-0764,2026-05-06,Cost Concern,Reported work not visible at site,26.660619,79.734337,Under Review,SYNTHETIC_PROTOTYPE
C-0765,MPLADS-SYN-0765,2026-04-07,Work Not Started,Reported work not visible at site,14.864754,77.120156,Under Review,SYNTHETIC_PROTOTYPE
C-0766,MPLADS-SYN-0766,2026-07-10,Work Not Started,Quality requires inspection,17.456384,83.87676,Resolved,SYNTHETIC_PROTOTYPE
C-0767,MPLADS-SYN-0767,2026-04-29,Work Not Started,Citizen requests verification,26.828119,76.830163,Open,SYNTHETIC_PROTOTYPE
C-0774,MPLADS-SYN-0774,2026-04-04,Cost Concern,Quality requires inspection,11.346239,73.07445,Under Review,SYNTHETIC_PROTOTYPE
C-0775,MPLADS-SYN-0775,2027-02-06,Cost Concern,Work appears slow,22.028782,82.522915,Open,SYNTHETIC_PROTOTYPE
C-0778,MPLADS-SYN-0778,2026-02-27,Work Quality,Work appears slow,26.889526,81.54747,Resolved,SYNTHETIC_PROTOTYPE
C-0788,MPLADS-SYN-0788,2026-07-25,Work Not Started,Citizen requests verification,15.932589,81.338168,Resolved,SYNTHETIC_PROTOTYPE
C-0789,MPLADS-SYN-0789,2026-12-16,Duplicate Work Concern,Quality requires inspection,27.454189,87.111772,Under Review,SYNTHETIC_PROTOTYPE
C-0796,MPLADS-SYN-0796,2026-02-13,Work Not Started,Work appears slow,10.406586,77.826253,Open,SYNTHETIC_PROTOTYPE
C-0798,MPLADS-SYN-0798,2026-04-13,Duplicate Work Concern,Work appears slow,13.776796,84.200973,Resolved,SYNTHETIC_PROTOTYPE
C-0803,MPLADS-SYN-0803,2026-09-03,Work Not Started,Reported work not visible at site,18.635491,87.569662,Under Review,SYNTHETIC_PROTOTYPE
C-0804,MPLADS-SYN-0804,2026-08-10,Work Quality,Reported work not visible at site,19.268616,79.317883,Open,SYNTHETIC_PROTOTYPE
C-0805,MPLADS-SYN-0805,2026-06-24,Work Not Started,Quality requires inspection,25.215518,81.511863,Under Review,SYNTHETIC_PROTOTYPE
C-0806,MPLADS-SYN-0806,2027-01-24,Duplicate Work Concern,Citizen requests verification,26.176966,77.565672,Open,SYNTHETIC_PROTOTYPE
C-0807,MPLADS-SYN-0807,2026-04-10,Work Quality,Reported work not visible at site,19.220681,72.819539,Under Review,SYNTHETIC_PROTOTYPE
C-0810,MPLADS-SYN-0810,2026-03-03,Work Not Started,Reported work not visible at site,25.332201,87.137751,Resolved,SYNTHETIC_PROTOTYPE
C-0812,MPLADS-SYN-0812,2026-07-08,Work Quality,Reported work not visible at site,8.135202,79.95341,Resolved,SYNTHETIC_PROTOTYPE
C-0813,MPLADS-SYN-0813,2026-08-06,Work Not Started,Work appears slow,12.853014,83.376283,Resolved,SYNTHETIC_PROTOTYPE
C-0814,MPLADS-SYN-0814,2026-09-03,Work Quality,Citizen requests verification,16.036485,86.344601,Open,SYNTHETIC_PROTOTYPE
C-0819,MPLADS-SYN-0819,2026-08-14,Duplicate Work Concern,Work appears slow,23.540657,82.6969,Resolved,SYNTHETIC_PROTOTYPE
C-0825,MPLADS-SYN-0825,2026-05-29,Work Quality,Reported work not visible at site,11.824073,85.187895,Resolved,SYNTHETIC_PROTOTYPE
C-0826,MPLADS-SYN-0826,2026-09-23,Cost Concern,Citizen requests verification,28.480187,74.610508,Resolved,SYNTHETIC_PROTOTYPE
C-0829,MPLADS-SYN-0829,2026-02-18,Duplicate Work Concern,Quality requires inspection,22.826102,81.102006,Under Review,SYNTHETIC_PROTOTYPE
C-0830,MPLADS-SYN-0830,2026-06-22,Cost Concern,Citizen requests verification,21.52004,77.848537,Under Review,SYNTHETIC_PROTOTYPE
C-0831,MPLADS-SYN-0831,2026-06-21,Work Not Started,Quality requires inspection,23.206026,86.049656,Open,SYNTHETIC_PROTOTYPE
C-0833,MPLADS-SYN-0833,2026-08-21,Cost Concern,Quality requires inspection,14.894136,77.509179,Under Review,SYNTHETIC_PROTOTYPE
C-0836,MPLADS-SYN-0836,2026-03-26,Work Quality,Quality requires inspection,8.186753,76.576114,Under Review,SYNTHETIC_PROTOTYPE
C-0841,MPLADS-SYN-0841,2026-09-09,Cost Concern,Reported work not visible at site,20.010702,86.561759,Open,SYNTHETIC_PROTOTYPE
C-0850,MPLADS-SYN-0850,2026-03-14,Cost Concern,Reported work not visible at site,21.388491,79.423548,Resolved,SYNTHETIC_PROTOTYPE
C-0851,MPLADS-SYN-0851,2026-08-03,Cost Concern,Work appears slow,15.464248,86.702086,Resolved,SYNTHETIC_PROTOTYPE
C-0854,MPLADS-SYN-0854,2026-05-31,Delay,Work appears slow,8.48772,79.608204,Under Review,SYNTHETIC_PROTOTYPE
C-0871,MPLADS-SYN-0871,2026-04-05,Delay,Citizen requests verification,12.408692,80.267515,Open,SYNTHETIC_PROTOTYPE
C-0872,MPLADS-SYN-0872,2026-04-03,Cost Concern,Work appears slow,10.15503,81.602168,Open,SYNTHETIC_PROTOTYPE
C-0874,MPLADS-SYN-0874,2026-05-03,Work Quality,Citizen requests verification,18.128972,72.439562,Open,SYNTHETIC_PROTOTYPE
C-0876,MPLADS-SYN-0876,2027-02-10,Duplicate Work Concern,Work appears slow,27.061327,74.268214,Open,SYNTHETIC_PROTOTYPE
C-0877,MPLADS-SYN-0877,2027-01-18,Cost Concern,Citizen requests verification,25.586233,81.350823,Under Review,SYNTHETIC_PROTOTYPE
C-0878,MPLADS-SYN-0878,2026-07-30,Work Quality,Quality requires inspection,9.539676,86.841918,Open,SYNTHETIC_PROTOTYPE
C-0882,MPLADS-SYN-0882,2026-12-14,Work Quality,Work appears slow,18.829757,80.181262,Resolved,SYNTHETIC_PROTOTYPE
C-0883,MPLADS-SYN-0883,2026-07-27,Duplicate Work Concern,Work appears slow,21.952891,88.143491,Open,SYNTHETIC_PROTOTYPE
C-0887,MPLADS-SYN-0887,2026-05-02,Work Not Started,Work appears slow,9.246831,77.760931,Resolved,SYNTHETIC_PROTOTYPE
C-0899,MPLADS-SYN-0899,2026-05-12,Delay,Quality requires inspection,22.241464,78.28606,Resolved,SYNTHETIC_PROTOTYPE
C-0901,MPLADS-SYN-0901,2026-09-19,Duplicate Work Concern,Work appears slow,9.373693,83.56755,Under Review,SYNTHETIC_PROTOTYPE
C-0903,MPLADS-SYN-0903,2026-12-04,Duplicate Work Concern,Citizen requests verification,15.86386,72.25178,Open,SYNTHETIC_PROTOTYPE
C-0906,MPLADS-SYN-0906,2026-07-16,Duplicate Work Concern,Work appears slow,22.535211,82.407681,Under Review,SYNTHETIC_PROTOTYPE
C-0907,MPLADS-SYN-0907,2026-05-22,Duplicate Work Concern,Reported work not visible at site,19.115579,79.385005,Resolved,SYNTHETIC_PROTOTYPE
C-0908,MPLADS-SYN-0908,2026-02-19,Duplicate Work Concern,Citizen requests verification,19.463707,81.090119,Open,SYNTHETIC_PROTOTYPE
C-0910,MPLADS-SYN-0910,2026-02-15,Duplicate Work Concern,Reported work not visible at site,15.487694,73.719063,Open,SYNTHETIC_PROTOTYPE
C-0911,MPLADS-SYN-0911,2026-09-05,Delay,Citizen requests verification,13.004742,82.290623,Resolved,SYNTHETIC_PROTOTYPE
C-0914,MPLADS-SYN-0914,2026-06-02,Duplicate Work Concern,Work appears slow,22.046004,80.64238,Under Review,SYNTHETIC_PROTOTYPE
C-0915,MPLADS-SYN-0915,2026-05-20,Delay,Quality requires inspection,25.598284,83.215219,Under Review,SYNTHETIC_PROTOTYPE
C-0920,MPLADS-SYN-0920,2026-03-05,Work Quality,Quality requires inspection,14.455964,81.192158,Resolved,SYNTHETIC_PROTOTYPE
C-0922,MPLADS-SYN-0922,2026-07-31,Work Quality,Quality requires inspection,27.173047,75.580436,Resolved,SYNTHETIC_PROTOTYPE
C-0923,MPLADS-SYN-0923,2026-12-01,Work Not Started,Citizen requests verification,9.908122,76.189253,Under Review,SYNTHETIC_PROTOTYPE
C-0927,MPLADS-SYN-0927,2026-08-20,Cost Concern,Work appears slow,22.397122,87.508762,Under Review,SYNTHETIC_PROTOTYPE
C-0929,MPLADS-SYN-0929,2026-06-15,Work Quality,Citizen requests verification,14.335744,78.945578,Open,SYNTHETIC_PROTOTYPE
C-0931,MPLADS-SYN-0931,2026-05-19,Work Quality,Quality requires inspection,8.618258,72.181858,Resolved,SYNTHETIC_PROTOTYPE
C-0932,MPLADS-SYN-0932,2026-08-23,Work Quality,Citizen requests verification,25.120854,74.847854,Open,SYNTHETIC_PROTOTYPE
C-0934,MPLADS-SYN-0934,2026-08-14,Cost Concern,Citizen requests verification,24.884941,79.128507,Open,SYNTHETIC_PROTOTYPE
C-0935,MPLADS-SYN-0935,2026-10-07,Duplicate Work Concern,Work appears slow,24.058981,76.346229,Resolved,SYNTHETIC_PROTOTYPE
C-0942,MPLADS-SYN-0942,2026-08-09,Delay,Work appears slow,27.531901,77.480132,Resolved,SYNTHETIC_PROTOTYPE
C-0947,MPLADS-SYN-0947,2026-05-22,Work Not Started,Reported work not visible at site,10.97434,87.272597,Open,SYNTHETIC_PROTOTYPE
C-0959,MPLADS-SYN-0959,2026-04-29,Work Quality,Quality requires inspection,14.887367,78.826265,Under Review,SYNTHETIC_PROTOTYPE
C-0961,MPLADS-SYN-0961,2026-09-03,Work Not Started,Citizen requests verification,22.267849,86.77695,Resolved,SYNTHETIC_PROTOTYPE
C-0964,MPLADS-SYN-0964,2026-12-06,Cost Concern,Quality requires inspection,20.974825,81.892569,Open,SYNTHETIC_PROTOTYPE
C-0967,MPLADS-SYN-0967,2026-09-24,Cost Concern,Work appears slow,14.033173,83.31977,Open,SYNTHETIC_PROTOTYPE
C-0970,MPLADS-SYN-0970,2026-03-10,Work Not Started,Reported work not visible at site,21.172943,75.033715,Open,SYNTHETIC_PROTOTYPE
C-0972,MPLADS-SYN-0972,2026-07-09,Cost Concern,Work appears slow,14.381833,81.900758,Open,SYNTHETIC_PROTOTYPE
C-0978,MPLADS-SYN-0978,2026-04-10,Work Not Started,Reported work not visible at site,25.990086,82.872505,Under Review,SYNTHETIC_PROTOTYPE
C-0979,MPLADS-SYN-0979,2026-09-01,Cost Concern,Work appears slow,22.164567,75.518917,Resolved,SYNTHETIC_PROTOTYPE
C-0980,MPLADS-SYN-0980,2026-04-23,Duplicate Work Concern,Reported work not visible at site,15.607843,82.795793,Resolved,SYNTHETIC_PROTOTYPE
C-0982,MPLADS-SYN-0982,2026-07-27,Work Quality,Quality requires inspection,21.452416,78.498488,Open,SYNTHETIC_PROTOTYPE
C-0990,MPLADS-SYN-0990,2026-08-23,Work Not Started,Quality requires inspection,17.770284,85.411447,Under Review,SYNTHETIC_PROTOTYPE
C-0991,MPLADS-SYN-0991,2026-04-23,Cost Concern,Quality requires inspection,21.244164,85.180732,Under Review,SYNTHETIC_PROTOTYPE
C-0993,MPLADS-SYN-0993,2026-10-08,Work Not Started,Quality requires inspection,27.897158,82.911891,Under Review,SYNTHETIC_PROTOTYPE
C-0994,MPLADS-SYN-0994,2026-04-30,Duplicate Work Concern,Citizen requests verification,20.970901,76.486204,Under Review,SYNTHETIC_PROTOTYPE
