bid_id,tender_id,project_id,contractor_id,bid_amount,submission_date,eligibility_status,technical_score,financial_rank,bid_status
BID-000899,TND-00199,MPLADS-SYN-0199,CON-007,1971103.65,2026-05-03,Ineligible,,,Under Evaluation
BID-000900,TND-00199,MPLADS-SYN-0199,CON-003,1818521.27,2026-05-03,Ineligible,,,Submitted
BID-000901,TND-00200,MPLADS-SYN-0200,CON-004,4688587.39,2026-01-30,Eligible,78.64,2,Not Selected
BID-000902,TND-00200,MPLADS-SYN-0200,CON-007,4542427.99,2026-01-30,Eligible,71.79,1,Submitted
BID-000903,TND-00201,MPLADS-SYN-0201,CON-007,2278283.65,2026-05-31,Ineligible,,,Submitted
BID-000904,TND-00201,MPLADS-SYN-0201,CON-006,2577691.83,2026-05-31,Eligible,88.52,4,Not Selected
BID-000905,TND-00201,MPLADS-SYN-0201,CON-005,2132367.83,2026-05-31,Eligible,74.59,1,Under Evaluation
BID-000906,TND-00201,MPLADS-SYN-0201,CON-002,2193772.2,2026-05-31,Eligible,95.52,2,Not Selected
BID-000907,TND-00201,MPLADS-SYN-0201,CON-004,2207611.9,2026-05-31,Eligible,65.42,3,Under Evaluation
BID-000908,TND-00202,MPLADS-SYN-0202,CON-005,1065109.48,2025-12-23,Eligible,67.69,3,Not Selected
BID-000909,TND-00202,MPLADS-SYN-0202,CON-001,979807.42,2025-12-23,Ineligible,,,Ineligible
BID-000910,TND-00202,MPLADS-SYN-0202,CON-007,1064404.89,2025-12-23,Eligible,72.61,2,Not Selected
BID-000911,TND-00202,MPLADS-SYN-0202,CON-006,897514.61,2025-12-23,Eligible,80.65,1,Not Selected
BID-000912,TND-00203,MPLADS-SYN-0203,CON-002,3335677.71,2026-04-27,Eligible,63.91,1,Not Selected
BID-000913,TND-00203,MPLADS-SYN-0203,CON-004,3604320.03,2026-04-27,Eligible,65.39,2,Selected
BID-000914,TND-00204,MPLADS-SYN-0204,CON-007,739028.63,2025-11-21,Eligible,78.69,4,Not Selected
BID-000915,TND-00204,MPLADS-SYN-0204,CON-001,757407.49,2025-11-21,Eligible,63.87,7,Not Selected
BID-000916,TND-00204,MPLADS-SYN-0204,CON-003,751383.96,2025-11-21,Eligible,62.9,6,Not Selected
BID-000917,TND-00204,MPLADS-SYN-0204,CON-002,644067.53,2025-11-21,Eligible,95.09,2,Not Selected
BID-000918,TND-00204,MPLADS-SYN-0204,CON-005,745178.2,2025-11-21,Eligible,82.97,5,Not Selected
BID-000919,TND-00204,MPLADS-SYN-0204,CON-004,617216.69,2025-11-21,Eligible,82.79,1,Selected
BID-000920,TND-00204,MPLADS-SYN-0204,CON-006,703702.25,2025-11-21,Eligible,93.94,3,Not Selected
BID-000921,TND-00205,MPLADS-SYN-0205,CON-005,4629048.6,2026-01-29,Eligible,92.75,2,Not Selected
BID-000922,TND-00205,MPLADS-SYN-0205,CON-003,4826799.49,2026-01-29,Eligible,72.17,5,Not Selected
BID-000923,TND-00205,MPLADS-SYN-0205,CON-007,4179136.03,2026-01-29,Ineligible,,,Ineligible
BID-000924,TND-00205,MPLADS-SYN-0205,CON-002,4646651.36,2026-01-29,Eligible,81.96,3,Not Selected
BID-000925,TND-00205,MPLADS-SYN-0205,CON-004,4806442.81,2026-01-29,Eligible,65.5,4,Not Selected
BID-000926,TND-00205,MPLADS-SYN-0205,CON-006,4104666.39,2026-01-29,Eligible,66.91,1,Selected
BID-000927,TND-00206,MPLADS-SYN-0206,CON-003,770335.55,2026-03-14,Eligible,65.25,1,Not Selected
BID-000928,TND-00206,MPLADS-SYN-0206,CON-006,836225.83,2026-03-14,Eligible,74.56,2,Not Selected
BID-000929,TND-00206,MPLADS-SYN-0206,CON-004,760247.81,2026-03-14,Ineligible,,,Ineligible
BID-000930,TND-00207,MPLADS-SYN-0207,CON-004,2090006.07,2026-01-15,Ineligible,,,Ineligible
BID-000931,TND-00207,MPLADS-SYN-0207,CON-006,2061646.62,2026-01-15,Eligible,86.72,2,Not Selected
BID-000932,TND-00207,MPLADS-SYN-0207,CON-003,1908476.36,2026-01-15,Eligible,67.72,1,Not Selected
BID-000933,TND-00208,MPLADS-SYN-0208,CON-006,2031815.79,2026-02-14,Eligible,62.26,1,Not Selected
BID-000934,TND-00208,MPLADS-SYN-0208,CON-003,2155874.83,2026-02-14,Eligible,71.2,2,Not Selected
BID-000935,TND-00208,MPLADS-SYN-0208,CON-004,2037880.64,2026-02-14,Ineligible,,,Ineligible
BID-000936,TND-00209,MPLADS-SYN-0209,CON-002,1698144.63,2026-03-01,Eligible,74.34,1,Selected
BID-000937,TND-00209,MPLADS-SYN-0209,CON-006,1644646.5,2026-03-01,Ineligible,,,Ineligible
BID-000938,TND-00209,MPLADS-SYN-0209,CON-001,1810408.43,2026-03-01,Eligible,85.18,2,Not Selected
BID-000939,TND-00210,MPLADS-SYN-0210,CON-001,2468009.99,2026-02-25,Ineligible,,,Ineligible
BID-000940,TND-00210,MPLADS-SYN-0210,CON-006,2455058.08,2026-02-25,Eligible,77.87,3,Not Selected
BID-000941,TND-00210,MPLADS-SYN-0210,CON-007,2442615.27,2026-02-25,Ineligible,,,Ineligible
BID-000942,TND-00210,MPLADS-SYN-0210,CON-003,2477477.67,2026-02-25,Eligible,70.9,4,Not Selected
BID-000943,TND-00210,MPLADS-SYN-0210,CON-005,2106863.25,2026-02-25,Eligible,82.96,1,Selected
BID-000944,TND-00210,MPLADS-SYN-0210,CON-004,2117346.27,2026-02-25,Eligible,60.41,2,Not Selected
BID-000945,TND-00210,MPLADS-SYN-0210,CON-002,2507862.96,2026-02-25,Ineligible,,,Ineligible
BID-000946,TND-00211,MPLADS-SYN-0211,CON-004,411044.55,2026-03-22,Eligible,96.98,1,Under Evaluation
BID-000947,TND-00211,MPLADS-SYN-0211,CON-006,421561.36,2026-03-22,Eligible,68.05,2,Not Selected
BID-000948,TND-00211,MPLADS-SYN-0211,CON-007,432047.2,2026-03-22,Eligible,66.98,3,Under Evaluation
BID-000949,TND-00211,MPLADS-SYN-0211,CON-002,445694.54,2026-03-22,Eligible,77.8,4,Not Selected
BID-000950,TND-00212,MPLADS-SYN-0212,CON-003,3163723.91,2026-01-22,Eligible,69.1,6,Not Selected
BID-000951,TND-00212,MPLADS-SYN-0212,CON-005,2654256.5,2026-01-22,Eligible,62.48,2,Not Selected
BID-000952,TND-00212,MPLADS-SYN-0212,CON-006,2977847.51,2026-01-22,Eligible,67.13,4,Not Selected
BID-000953,TND-00212,MPLADS-SYN-0212,CON-002,2683285.81,2026-01-22,Eligible,69.13,3,Not Selected
BID-000954,TND-00212,MPLADS-SYN-0212,CON-001,2596354.32,2026-01-22,Eligible,81.42,1,Not Selected
BID-000955,TND-00212,MPLADS-SYN-0212,CON-007,3121718.15,2026-01-22,Eligible,61.83,5,Not Selected
BID-000956,TND-00213,MPLADS-SYN-0213,CON-001,2415691.99,2026-05-28,Eligible,60.9,2,Not Selected
BID-000957,TND-00213,MPLADS-SYN-0213,CON-003,2895287.81,2026-05-28,Ineligible,,,Ineligible
BID-000958,TND-00213,MPLADS-SYN-0213,CON-007,2750587.16,2026-05-28,Eligible,71.02,4,Selected
BID-000959,TND-00213,MPLADS-SYN-0213,CON-006,2450561.09,2026-05-28,Ineligible,,,Ineligible
BID-000960,TND-00213,MPLADS-SYN-0213,CON-004,2400339.47,2026-05-28,Eligible,96.21,1,Not Selected
BID-000961,TND-00213,MPLADS-SYN-0213,CON-002,2505783.35,2026-05-28,Eligible,90.68,3,Not Selected
BID-000962,TND-00213,MPLADS-SYN-0213,CON-005,2797411.9,2026-05-28,Eligible,97.75,5,Not Selected
BID-000963,TND-00214,MPLADS-SYN-0214,CON-004,990840.49,2026-03-09,Eligible,92.53,2,Not Selected
BID-000964,TND-00214,MPLADS-SYN-0214,CON-007,1015188.88,2026-03-09,Ineligible,,,Submitted
BID-000965,TND-00214,MPLADS-SYN-0214,CON-005,956337.47,2026-03-09,Eligible,81.54,1,Submitted
BID-000966,TND-00214,MPLADS-SYN-0214,CON-006,1164517.2,2026-03-09,Eligible,65.42,4,Submitted
BID-000967,TND-00214,MPLADS-SYN-0214,CON-002,1131671.23,2026-03-09,Eligible,63.58,3,Under Evaluation
BID-000968,TND-00215,MPLADS-SYN-0215,CON-003,1292846.12,2026-03-25,Eligible,75.24,3,Under Evaluation
BID-000969,TND-00215,MPLADS-SYN-0215,CON-007,1415452.82,2026-03-25,Eligible,73.94,5,Under Evaluation
BID-000970,TND-00215,MPLADS-SYN-0215,CON-002,1411407.85,2026-03-25,Eligible,63.17,4,Under Evaluation
BID-000971,TND-00215,MPLADS-SYN-0215,CON-001,1267887.08,2026-03-25,Ineligible,,,Under Evaluation
BID-000972,TND-00215,MPLADS-SYN-0215,CON-004,1422238.37,2026-03-25,Eligible,97.14,6,Not Selected
BID-000973,TND-00215,MPLADS-SYN-0215,CON-006,1149472.01,2026-03-25,Eligible,91.21,2,Not Selected
BID-000974,TND-00215,MPLADS-SYN-0215,CON-005,1133141.03,2026-03-25,Eligible,74.28,1,Under Evaluation
BID-000975,TND-00216,MPLADS-SYN-0216,CON-004,967122.17,2026-07-01,Ineligible,,,Submitted
BID-000976,TND-00216,MPLADS-SYN-0216,CON-006,871455.64,2026-07-01,Eligible,89.19,1,Under Evaluation
BID-000977,TND-00216,MPLADS-SYN-0216,CON-002,899867.75,2026-07-01,Eligible,72.06,2,Submitted
BID-000978,TND-00216,MPLADS-SYN-0216,CON-007,1099109.56,2026-07-01,Ineligible,,,Submitted
BID-000979,TND-00216,MPLADS-SYN-0216,CON-005,1025572.71,2026-07-01,Ineligible,,,Submitted
BID-000980,TND-00216,MPLADS-SYN-0216,CON-003,919593.77,2026-07-01,Eligible,65.92,3,Not Selected
BID-000981,TND-00217,MPLADS-SYN-0217,CON-004,889424.96,2026-07-12,Eligible,96.2,1,Not Selected
BID-000982,TND-00217,MPLADS-SYN-0217,CON-005,1051545.4,2026-07-12,Eligible,69.58,5,Not Selected
BID-000983,TND-00217,MPLADS-SYN-0217,CON-003,920847.2,2026-07-12,Eligible,62.63,2,Selected
BID-000984,TND-00217,MPLADS-SYN-0217,CON-001,979805.13,2026-07-12,Eligible,93.2,3,Not Selected
BID-000985,TND-00217,MPLADS-SYN-0217,CON-007,991740.89,2026-07-12,Ineligible,,,Ineligible
BID-000986,TND-00217,MPLADS-SYN-0217,CON-002,1010630.32,2026-07-12,Eligible,66.99,4,Not Selected
BID-000987,TND-00218,MPLADS-SYN-0218,CON-001,2259078.85,2025-12-17,Eligible,76.6,4,Not Selected
BID-000988,TND-00218,MPLADS-SYN-0218,CON-007,2382710.29,2025-12-17,Ineligible,,,Submitted
BID-000989,TND-00218,MPLADS-SYN-0218,CON-003,2188401.91,2025-12-17,Eligible,87.46,2,Submitted
BID-000990,TND-00218,MPLADS-SYN-0218,CON-002,2198115.37,2025-12-17,Eligible,85.23,3,Under Evaluation
BID-000991,TND-00218,MPLADS-SYN-0218,CON-004,2333485.86,2025-12-17,Eligible,65.72,5,Submitted
BID-000992,TND-00218,MPLADS-SYN-0218,CON-005,2131909.13,2025-12-17,Eligible,92.84,1,Under Evaluation
BID-000993,TND-00219,MPLADS-SYN-0219,CON-001,384719.07,2026-07-13,Eligible,88.34,1,Not Selected
BID-000994,TND-00219,MPLADS-SYN-0219,CON-007,394642.26,2026-07-13,Eligible,82.84,2,Not Selected
BID-000995,TND-00219,MPLADS-SYN-0219,CON-003,397775.1,2026-07-13,Eligible,96.19,3,Not Selected
BID-000996,TND-00219,MPLADS-SYN-0219,CON-004,480891.9,2026-07-13,Eligible,74.07,6,Not Selected
BID-000997,TND-00219,MPLADS-SYN-0219,CON-006,414017.39,2026-07-13,Eligible,94.07,4,Not Selected
BID-000998,TND-00219,MPLADS-SYN-0219,CON-002,429229.37,2026-07-13,Eligible,86.57,5,Not Selected
BID-000999,TND-00219,MPLADS-SYN-0219,CON-005,445380.28,2026-07-13,Ineligible,,,Ineligible
BID-001000,TND-00220,MPLADS-SYN-0220,CON-003,2132000.02,2026-03-01,Eligible,66.72,2,Not Selected
BID-001001,TND-00220,MPLADS-SYN-0220,CON-006,2207177.73,2026-03-01,Ineligible,,,Ineligible
BID-001002,TND-00220,MPLADS-SYN-0220,CON-007,2089313.74,2026-03-01,Eligible,84.1,1,Selected
BID-001003,TND-00220,MPLADS-SYN-0220,CON-001,2266406.17,2026-03-01,Eligible,97.82,3,Not Selected
BID-001004,TND-00220,MPLADS-SYN-0220,CON-002,2323781.72,2026-03-01,Eligible,63.41,4,Not Selected
BID-001005,TND-00221,MPLADS-SYN-0221,CON-001,443802.72,2026-03-31,Ineligible,,,Ineligible
BID-001006,TND-00221,MPLADS-SYN-0221,CON-007,484069.52,2026-03-31,Eligible,67.43,4,Selected
BID-001007,TND-00221,MPLADS-SYN-0221,CON-006,474022.84,2026-03-31,Eligible,73.32,2,Not Selected
BID-001008,TND-00221,MPLADS-SYN-0221,CON-005,513734.52,2026-03-31,Ineligible,,,Ineligible
BID-001009,TND-00221,MPLADS-SYN-0221,CON-004,467084.51,2026-03-31,Ineligible,,,Ineligible
BID-001010,TND-00221,MPLADS-SYN-0221,CON-003,417431.63,2026-03-31,Eligible,89.72,1,Not Selected
BID-001011,TND-00221,MPLADS-SYN-0221,CON-002,478676.2,2026-03-31,Eligible,93.43,3,Not Selected
BID-001012,TND-00222,MPLADS-SYN-0222,CON-002,2413430.73,2026-05-15,Eligible,94.21,2,Not Selected
BID-001013,TND-00222,MPLADS-SYN-0222,CON-006,2260124.82,2026-05-15,Eligible,61.0,1,Not Selected
BID-001014,TND-00222,MPLADS-SYN-0222,CON-004,2482877.25,2026-05-15,Eligible,72.73,3,Not Selected
BID-001015,TND-00223,MPLADS-SYN-0223,CON-007,1302412.81,2026-03-13,Ineligible,,,Ineligible
BID-001016,TND-00223,MPLADS-SYN-0223,CON-002,1093949.84,2026-03-13,Ineligible,,,Ineligible
BID-001017,TND-00223,MPLADS-SYN-0223,CON-006,1356980.25,2026-03-13,Eligible,75.32,3,Not Selected
BID-001018,TND-00223,MPLADS-SYN-0223,CON-004,1152618.73,2026-03-13,Eligible,76.62,2,Not Selected
BID-001019,TND-00223,MPLADS-SYN-0223,CON-001,1084869.16,2026-03-13,Eligible,79.16,1,Selected
BID-001020,TND-00224,MPLADS-SYN-0224,CON-005,829650.53,2026-01-30,Eligible,60.44,2,Selected
BID-001021,TND-00224,MPLADS-SYN-0224,CON-006,990382.65,2026-01-30,Eligible,61.06,6,Not Selected
BID-001022,TND-00224,MPLADS-SYN-0224,CON-002,975549.28,2026-01-30,Eligible,81.73,5,Not Selected
BID-001023,TND-00224,MPLADS-SYN-0224,CON-004,813506.35,2026-01-30,Eligible,97.37,1,Not Selected
BID-001024,TND-00224,MPLADS-SYN-0224,CON-003,958185.0,2026-01-30,Eligible,67.09,3,Not Selected
BID-001025,TND-00224,MPLADS-SYN-0224,CON-001,962474.15,2026-01-30,Eligible,71.28,4,Not Selected
BID-001026,TND-00225,MPLADS-SYN-0225,CON-004,302114.56,2026-03-24,Eligible,62.94,2,Submitted
BID-001027,TND-00225,MPLADS-SYN-0225,CON-002,350181.45,2026-03-24,Eligible,63.83,6,Under Evaluation
BID-001028,TND-00225,MPLADS-SYN-0225,CON-006,346123.92,2026-03-24,Ineligible,,,Submitted
BID-001029,TND-00225,MPLADS-SYN-0225,CON-005,320637.68,2026-03-24,Eligible,86.12,4,Submitted
BID-001030,TND-00225,MPLADS-SYN-0225,CON-001,311458.49,2026-03-24,Eligible,94.52,3,Not Selected
BID-001031,TND-00225,MPLADS-SYN-0225,CON-007,347205.3,2026-03-24,Eligible,60.39,5,Under Evaluation
BID-001032,TND-00225,MPLADS-SYN-0225,CON-003,295240.86,2026-03-24,Eligible,97.08,1,Submitted
BID-001033,TND-00226,MPLADS-SYN-0226,CON-007,3161028.93,2026-02-21,Eligible,66.02,1,Not Selected
BID-001034,TND-00226,MPLADS-SYN-0226,CON-004,3261586.25,2026-02-21,Eligible,67.33,2,Not Selected
BID-001035,TND-00227,MPLADS-SYN-0227,CON-001,2267723.73,2026-01-06,Eligible,92.94,2,Not Selected
BID-001036,TND-00227,MPLADS-SYN-0227,CON-005,1915559.71,2026-01-06,Eligible,61.12,1,Not Selected
BID-001037,TND-00228,MPLADS-SYN-0228,CON-001,1096540.45,2026-05-20,Eligible,77.75,1,Selected
BID-001038,TND-00228,MPLADS-SYN-0228,CON-005,1168000.76,2026-05-20,Ineligible,,,Ineligible
BID-001039,TND-00228,MPLADS-SYN-0228,CON-002,1085762.19,2026-05-20,Ineligible,,,Ineligible
BID-001040,TND-00228,MPLADS-SYN-0228,CON-003,1199451.6,2026-05-20,Eligible,66.57,3,Not Selected
BID-001041,TND-00228,MPLADS-SYN-0228,CON-006,1134158.44,2026-05-20,Eligible,96.55,2,Not Selected
BID-001042,TND-00229,MPLADS-SYN-0229,CON-001,1542144.97,2026-05-03,Eligible,96.24,1,Not Selected
BID-001043,TND-00229,MPLADS-SYN-0229,CON-006,1681487.25,2026-05-03,Ineligible,,,Ineligible
BID-001044,TND-00229,MPLADS-SYN-0229,CON-005,1653766.39,2026-05-03,Eligible,91.0,2,Not Selected
BID-001045,TND-00230,MPLADS-SYN-0230,CON-005,917706.82,2026-01-23,Ineligible,,,Ineligible
BID-001046,TND-00230,MPLADS-SYN-0230,CON-004,775876.67,2026-01-23,Eligible,96.41,1,Selected
BID-001047,TND-00230,MPLADS-SYN-0230,CON-003,794541.35,2026-01-23,Ineligible,,,Ineligible
BID-001048,TND-00230,MPLADS-SYN-0230,CON-006,803330.5,2026-01-23,Eligible,75.14,2,Not Selected
BID-001049,TND-00231,MPLADS-SYN-0231,CON-001,3021133.3,2026-06-09,Eligible,62.76,1,Not Selected
BID-001050,TND-00231,MPLADS-SYN-0231,CON-006,3417984.26,2026-06-09,Eligible,65.51,3,Not Selected
BID-001051,TND-00231,MPLADS-SYN-0231,CON-004,3129426.56,2026-06-09,Eligible,72.11,2,Not Selected
BID-001052,TND-00232,MPLADS-SYN-0232,CON-001,461453.33,2026-05-06,Eligible,70.57,4,Not Selected
BID-001053,TND-00232,MPLADS-SYN-0232,CON-003,470928.76,2026-05-06,Eligible,93.92,5,Not Selected
BID-001054,TND-00232,MPLADS-SYN-0232,CON-004,449055.64,2026-05-06,Ineligible,,,Under Evaluation
BID-001055,TND-00232,MPLADS-SYN-0232,CON-006,495073.85,2026-05-06,Eligible,61.89,6,Submitted
BID-001056,TND-00232,MPLADS-SYN-0232,CON-007,457537.28,2026-05-06,Eligible,76.01,3,Under Evaluation
BID-001057,TND-00232,MPLADS-SYN-0232,CON-005,414080.89,2026-05-06,Eligible,72.42,1,Not Selected
BID-001058,TND-00232,MPLADS-SYN-0232,CON-002,444485.76,2026-05-06,Eligible,60.68,2,Under Evaluation
BID-001059,TND-00233,MPLADS-SYN-0233,CON-006,1253880.46,2026-07-28,Eligible,77.86,3,Not Selected
BID-001060,TND-00233,MPLADS-SYN-0233,CON-005,1311253.57,2026-07-28,Ineligible,,,Ineligible
BID-001061,TND-00233,MPLADS-SYN-0233,CON-001,1278208.64,2026-07-28,Eligible,72.05,4,Not Selected
BID-001062,TND-00233,MPLADS-SYN-0233,CON-004,1161205.59,2026-07-28,Eligible,81.15,2,Not Selected
BID-001063,TND-00233,MPLADS-SYN-0233,CON-003,1151084.14,2026-07-28,Eligible,74.95,1,Not Selected
BID-001064,TND-00234,MPLADS-SYN-0234,CON-005,827480.22,2026-05-21,Eligible,65.27,2,Not Selected
BID-001065,TND-00234,MPLADS-SYN-0234,CON-004,1054449.69,2026-05-21,Eligible,68.6,7,Selected
BID-001066,TND-00234,MPLADS-SYN-0234,CON-006,837124.01,2026-05-21,Eligible,91.01,4,Not Selected
BID-001067,TND-00234,MPLADS-SYN-0234,CON-007,945014.01,2026-05-21,Eligible,95.5,5,Not Selected
BID-001068,TND-00234,MPLADS-SYN-0234,CON-001,1024323.57,2026-05-21,Eligible,93.57,6,Not Selected
BID-001069,TND-00234,MPLADS-SYN-0234,CON-003,826338.28,2026-05-21,Eligible,95.99,1,Not Selected
BID-001070,TND-00234,MPLADS-SYN-0234,CON-002,834010.12,2026-05-21,Eligible,86.14,3,Not Selected
BID-001071,TND-00235,MPLADS-SYN-0235,CON-006,1993456.72,2026-07-16,Ineligible,,,Ineligible
BID-001072,TND-00235,MPLADS-SYN-0235,CON-003,1937713.75,2026-07-16,Eligible,79.83,1,Not Selected
BID-001073,TND-00235,MPLADS-SYN-0235,CON-005,1747451.25,2026-07-16,Ineligible,,,Ineligible
BID-001074,TND-00235,MPLADS-SYN-0235,CON-007,1949409.11,2026-07-16,Eligible,72.23,2,Selected
BID-001075,TND-00235,MPLADS-SYN-0235,CON-001,1982815.0,2026-07-16,Eligible,63.49,3,Not Selected
BID-001076,TND-00235,MPLADS-SYN-0235,CON-002,1999776.95,2026-07-16,Eligible,73.41,4,Not Selected
BID-001077,TND-00236,MPLADS-SYN-0236,CON-006,794862.65,2026-04-16,Ineligible,,,Ineligible
BID-001078,TND-00236,MPLADS-SYN-0236,CON-002,735952.29,2026-04-16,Eligible,90.93,1,Not Selected
BID-001079,TND-00236,MPLADS-SYN-0236,CON-005,873936.53,2026-04-16,Eligible,88.9,4,Not Selected
BID-001080,TND-00236,MPLADS-SYN-0236,CON-001,779483.34,2026-04-16,Eligible,84.9,3,Selected
BID-001081,TND-00236,MPLADS-SYN-0236,CON-004,892039.47,2026-04-16,Eligible,94.74,5,Not Selected
BID-001082,TND-00236,MPLADS-SYN-0236,CON-007,759944.81,2026-04-16,Eligible,74.65,2,Not Selected
BID-001083,TND-00237,MPLADS-SYN-0237,CON-004,1127812.73,2026-03-11,Eligible,96.16,1,Not Selected
BID-001084,TND-00237,MPLADS-SYN-0237,CON-005,1173286.47,2026-03-11,Eligible,65.6,2,Selected
BID-001085,TND-00237,MPLADS-SYN-0237,CON-002,1261477.89,2026-03-11,Eligible,69.14,3,Not Selected
BID-001086,TND-00237,MPLADS-SYN-0237,CON-003,1266758.93,2026-03-11,Eligible,70.14,4,Not Selected
BID-001087,TND-00237,MPLADS-SYN-0237,CON-001,1143490.93,2026-03-11,Ineligible,,,Ineligible
BID-001088,TND-00238,MPLADS-SYN-0238,CON-003,1360979.73,2026-05-27,Eligible,65.72,2,Not Selected
BID-001089,TND-00238,MPLADS-SYN-0238,CON-001,1414544.02,2026-05-27,Eligible,62.02,3,Not Selected
BID-001090,TND-00238,MPLADS-SYN-0238,CON-004,1331313.46,2026-05-27,Eligible,61.87,1,Not Selected
BID-001091,TND-00239,MPLADS-SYN-0239,CON-003,951204.15,2026-05-27,Eligible,70.49,1,Not Selected
BID-001092,TND-00239,MPLADS-SYN-0239,CON-007,1061973.76,2026-05-27,Ineligible,,,Submitted
BID-001093,TND-00239,MPLADS-SYN-0239,CON-002,1081507.54,2026-05-27,Eligible,68.34,2,Submitted
BID-001094,TND-00240,MPLADS-SYN-0240,CON-001,512439.03,2026-01-10,Ineligible,,,Ineligible
BID-001095,TND-00240,MPLADS-SYN-0240,CON-002,473988.51,2026-01-10,Eligible,68.36,2,Not Selected
BID-001096,TND-00240,MPLADS-SYN-0240,CON-003,528008.58,2026-01-10,Eligible,78.82,3,Not Selected
BID-001097,TND-00240,MPLADS-SYN-0240,CON-005,446378.64,2026-01-10,Eligible,73.21,1,Not Selected
BID-001098,TND-00241,MPLADS-SYN-0241,CON-003,1354018.99,2026-01-15,Ineligible,,,Ineligible
BID-001099,TND-00241,MPLADS-SYN-0241,CON-005,1603897.67,2026-01-15,Eligible,66.47,2,Not Selected
BID-001100,TND-00241,MPLADS-SYN-0241,CON-006,1581558.96,2026-01-15,Eligible,67.12,1,Selected
BID-001101,TND-00242,MPLADS-SYN-0242,CON-007,2143441.72,2026-07-16,Eligible,66.49,5,Not Selected
BID-001102,TND-00242,MPLADS-SYN-0242,CON-001,2038527.77,2026-07-16,Eligible,82.57,3,Not Selected
BID-001103,TND-00242,MPLADS-SYN-0242,CON-004,2141075.35,2026-07-16,Eligible,78.56,4,Not Selected
BID-001104,TND-00242,MPLADS-SYN-0242,CON-003,1787280.11,2026-07-16,Eligible,61.72,2,Not Selected
BID-001105,TND-00242,MPLADS-SYN-0242,CON-002,1674521.5,2026-07-16,Eligible,91.74,1,Not Selected
BID-001106,TND-00243,MPLADS-SYN-0243,CON-004,1793125.13,2026-07-12,Ineligible,,,Not Selected
BID-001107,TND-00243,MPLADS-SYN-0243,CON-002,1800374.9,2026-07-12,Eligible,78.49,2,Not Selected
BID-001108,TND-00243,MPLADS-SYN-0243,CON-001,1806858.88,2026-07-12,Eligible,71.44,3,Under Evaluation
BID-001109,TND-00243,MPLADS-SYN-0243,CON-003,1792194.66,2026-07-12,Ineligible,,,Submitted
BID-001110,TND-00243,MPLADS-SYN-0243,CON-006,1761569.97,2026-07-12,Eligible,97.19,1,Submitted
BID-001111,TND-00244,MPLADS-SYN-0244,CON-006,755734.77,2026-06-26,Ineligible,,,Ineligible
BID-001112,TND-00244,MPLADS-SYN-0244,CON-005,686094.14,2026-06-26,Eligible,67.37,1,Not Selected
BID-001113,TND-00244,MPLADS-SYN-0244,CON-001,794753.63,2026-06-26,Eligible,96.69,2,Selected
BID-001114,TND-00244,MPLADS-SYN-0244,CON-004,780578.79,2026-06-26,Ineligible,,,Ineligible
BID-001115,TND-00244,MPLADS-SYN-0244,CON-002,800688.03,2026-06-26,Eligible,70.08,3,Not Selected
BID-001116,TND-00245,MPLADS-SYN-0245,CON-005,2503400.23,2026-02-01,Eligible,91.7,1,Not Selected
BID-001117,TND-00245,MPLADS-SYN-0245,CON-007,2562954.32,2026-02-01,Ineligible,,,Ineligible
BID-001118,TND-00245,MPLADS-SYN-0245,CON-003,2885746.92,2026-02-01,Eligible,70.96,2,Not Selected
BID-001119,TND-00245,MPLADS-SYN-0245,CON-002,3178789.35,2026-02-01,Ineligible,,,Ineligible
BID-001120,TND-00246,MPLADS-SYN-0246,CON-007,1581357.69,2026-05-30,Eligible,81.21,1,Not Selected
BID-001121,TND-00246,MPLADS-SYN-0246,CON-002,1380510.14,2026-05-30,Ineligible,,,Under Evaluation
BID-001122,TND-00247,MPLADS-SYN-0247,CON-001,452828.34,2026-03-02,Eligible,70.75,1,Not Selected
BID-001123,TND-00247,MPLADS-SYN-0247,CON-003,469185.92,2026-03-02,Eligible,78.56,2,Not Selected
BID-001124,TND-00248,MPLADS-SYN-0248,CON-001,1854322.35,2026-01-20,Eligible,93.39,1,Under Evaluation
BID-001125,TND-00248,MPLADS-SYN-0248,CON-003,2249579.02,2026-01-20,Eligible,87.1,3,Submitted
BID-001126,TND-00248,MPLADS-SYN-0248,CON-006,1904171.29,2026-01-20,Eligible,82.24,2,Under Evaluation
BID-001127,TND-00249,MPLADS-SYN-0249,CON-001,430038.37,2026-03-30,Eligible,93.94,3,Not Selected
BID-001128,TND-00249,MPLADS-SYN-0249,CON-002,486021.84,2026-03-30,Eligible,66.59,5,Not Selected
BID-001129,TND-00249,MPLADS-SYN-0249,CON-004,431529.33,2026-03-30,Eligible,90.57,4,Selected
BID-001130,TND-00249,MPLADS-SYN-0249,CON-003,398157.34,2026-03-30,Eligible,69.5,1,Not Selected
BID-001131,TND-00249,MPLADS-SYN-0249,CON-006,429335.13,2026-03-30,Eligible,71.44,2,Not Selected
BID-001132,TND-00249,MPLADS-SYN-0249,CON-005,392129.77,2026-03-30,Ineligible,,,Ineligible
BID-001133,TND-00250,MPLADS-SYN-0250,CON-004,267245.09,2026-05-27,Ineligible,,,Ineligible
BID-001134,TND-00250,MPLADS-SYN-0250,CON-003,218502.64,2026-05-27,Ineligible,,,Ineligible
BID-001135,TND-00251,MPLADS-SYN-0251,CON-005,2954664.09,2026-01-30,Ineligible,,,Ineligible
