project_id,anomaly_type,risk_level,reason,label_source
MPLADS-SYN-0287,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0288,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0289,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0290,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0291,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0292,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0293,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0294,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0295,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0296,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0297,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0298,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0299,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0300,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0301,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0302,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0303,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0304,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0305,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0306,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0307,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0308,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0309,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0310,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0311,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0312,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0313,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0314,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0315,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0316,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0317,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0318,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0319,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0320,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0321,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0322,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0323,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0324,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0325,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0326,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0327,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0328,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0329,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0330,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0331,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0332,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0333,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0334,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0335,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0336,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0337,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0338,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0339,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0340,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0341,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0342,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0343,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0344,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0345,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0346,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0347,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0348,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0349,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0350,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0351,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0352,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0353,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0354,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0355,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0356,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0357,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0358,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0359,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0360,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0361,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0362,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0363,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0364,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0365,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0366,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0367,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0368,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0369,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0370,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0371,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0372,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0373,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0374,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0375,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0376,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0377,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0378,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0379,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0380,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0381,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0382,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0383,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0384,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0385,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0386,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0387,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0388,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0389,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0390,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0391,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0392,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0393,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0394,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0395,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0396,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0397,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0398,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0399,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0400,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0401,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0402,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0403,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0404,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0405,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0406,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0407,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0408,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0409,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0410,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0411,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0412,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0413,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0414,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0415,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0416,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0417,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0418,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0419,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0420,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0421,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0422,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0423,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0424,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0425,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0426,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0427,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0428,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0429,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0430,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0431,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0432,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0433,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0434,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0435,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0436,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0437,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0438,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0439,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0440,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0441,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0442,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0443,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0444,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0445,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0446,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0447,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0448,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0449,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0450,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0451,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0452,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0453,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0454,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0455,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0456,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0457,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0458,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0459,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0460,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0461,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0462,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0463,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0464,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0465,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0466,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0467,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0468,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0469,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0470,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0471,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0472,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0473,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0474,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0475,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0476,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0477,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0478,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0479,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0480,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0481,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0482,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0483,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0484,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0485,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0486,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0487,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0488,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0489,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0490,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0491,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0492,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0493,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0494,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0495,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0496,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0497,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0498,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0499,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0500,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0501,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0502,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0503,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0504,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0505,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0506,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0507,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0508,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0509,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0510,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0511,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0512,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0513,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0514,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0515,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0516,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0517,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0518,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0519,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0520,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0521,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0522,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0523,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0524,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0525,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0526,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0527,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0528,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0529,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0530,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0531,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0532,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0533,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0534,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0535,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0536,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0537,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0538,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0539,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0540,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0541,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0542,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0543,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0544,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0545,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0546,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0547,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0548,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0549,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0550,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0551,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0552,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0553,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0554,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0555,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0556,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0557,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0558,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0559,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0560,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0561,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0562,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0563,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0564,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0565,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0566,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0567,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0568,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0569,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0570,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0571,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0572,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0573,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0574,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
