contract_id,project_id,tender_id,implementing_agency_id,contractor_id,contract_amount,contract_start_date,contract_end_date,contract_status
CTR-00234,MPLADS-SYN-0483,TND-00483,IA-003,CON-006,2349118.67,2026-01-30,2026-07-16,Delayed
CTR-00235,MPLADS-SYN-0486,TND-00486,IA-005,CON-004,910135.43,2026-04-12,2027-04-28,Delayed
CTR-00236,MPLADS-SYN-0487,TND-00487,IA-007,CON-002,323934.86,2026-04-11,2026-08-09,Completed
CTR-00237,MPLADS-SYN-0488,TND-00488,IA-001,CON-002,790177.25,2026-05-17,2027-05-08,Delayed
CTR-00238,MPLADS-SYN-0492,TND-00492,IA-002,CON-001,1384517.85,2026-07-03,2027-05-23,Delayed
CTR-00239,MPLADS-SYN-0495,TND-00495,IA-007,CON-006,371334.29,2026-05-19,2027-06-23,Active
CTR-00240,MPLADS-SYN-0497,TND-00497,IA-004,CON-003,2639111.29,2026-06-14,2026-10-20,Completed
CTR-00241,MPLADS-SYN-0498,TND-00498,IA-002,CON-005,822204.85,2026-01-21,2026-07-28,Completed
CTR-00242,MPLADS-SYN-0501,TND-00501,IA-002,CON-002,1080572.33,2025-12-09,2026-10-31,Completed
CTR-00243,MPLADS-SYN-0502,TND-00502,IA-004,CON-005,3088750.18,2025-12-19,2027-02-12,Completed
CTR-00244,MPLADS-SYN-0504,TND-00504,IA-007,CON-004,971998.92,2026-05-11,2026-09-16,Active
CTR-00245,MPLADS-SYN-0506,TND-00506,IA-002,CON-003,3266844.04,2026-02-09,2026-10-28,Active
CTR-00246,MPLADS-SYN-0512,TND-00512,IA-003,CON-002,440566.98,2026-05-20,2027-01-14,Active
CTR-00247,MPLADS-SYN-0515,TND-00515,IA-006,CON-002,1745217.64,2026-07-28,2026-11-26,Active
CTR-00248,MPLADS-SYN-0516,TND-00516,IA-006,CON-004,1767053.85,2026-07-04,2027-08-22,Active
CTR-00249,MPLADS-SYN-0517,TND-00517,IA-005,CON-006,1630161.02,2026-04-30,2027-05-09,Delayed
CTR-00250,MPLADS-SYN-0524,TND-00524,IA-002,CON-004,1226199.16,2026-04-24,2027-01-15,Active
CTR-00251,MPLADS-SYN-0526,TND-00526,IA-003,CON-007,678363.34,2026-01-30,2026-11-07,Completed
CTR-00252,MPLADS-SYN-0527,TND-00527,IA-007,CON-004,1294607.84,2026-03-23,2027-03-24,Active
CTR-00253,MPLADS-SYN-0528,TND-00528,IA-003,CON-006,3201391.74,2026-05-06,2027-06-03,Delayed
CTR-00254,MPLADS-SYN-0537,TND-00537,IA-001,CON-004,668824.52,2026-05-20,2026-12-15,Active
CTR-00255,MPLADS-SYN-0538,TND-00538,IA-001,CON-007,764561.2,2026-08-03,2027-01-04,Completed
CTR-00256,MPLADS-SYN-0541,TND-00541,IA-003,CON-001,692474.66,2026-04-25,2026-09-20,Completed
CTR-00257,MPLADS-SYN-0542,TND-00542,IA-001,CON-002,1996502.5,2026-07-18,2026-12-19,Active
CTR-00258,MPLADS-SYN-0549,TND-00549,IA-007,CON-007,1103147.16,2026-06-20,2026-12-02,Delayed
CTR-00259,MPLADS-SYN-0550,TND-00550,IA-007,CON-005,1628311.47,2026-03-28,2027-02-03,Active
CTR-00260,MPLADS-SYN-0553,TND-00553,IA-001,CON-002,417229.0,2026-07-23,2027-04-26,Delayed
CTR-00261,MPLADS-SYN-0554,TND-00554,IA-006,CON-002,814925.88,2026-03-01,2026-12-03,Delayed
CTR-00262,MPLADS-SYN-0557,TND-00557,IA-002,CON-001,1307299.43,2025-12-08,2026-08-09,Active
CTR-00263,MPLADS-SYN-0558,TND-00558,IA-001,CON-005,1202797.88,2026-01-18,2027-02-24,Active
CTR-00264,MPLADS-SYN-0559,TND-00559,IA-005,CON-004,1611203.74,2026-08-06,2027-04-12,Delayed
CTR-00265,MPLADS-SYN-0560,TND-00560,IA-004,CON-005,1195193.49,2026-01-20,2027-01-31,Completed
CTR-00266,MPLADS-SYN-0563,TND-00563,IA-005,CON-007,305740.39,2026-07-22,2027-02-12,Completed
CTR-00267,MPLADS-SYN-0564,TND-00564,IA-007,CON-003,1004398.46,2026-07-21,2027-07-09,Completed
CTR-00268,MPLADS-SYN-0565,TND-00565,IA-007,CON-004,1315255.12,2026-03-24,2026-12-23,Active
CTR-00269,MPLADS-SYN-0567,TND-00567,IA-006,CON-006,3560128.18,2026-05-04,2026-09-02,Active
CTR-00270,MPLADS-SYN-0568,TND-00568,IA-006,CON-005,1496172.1,2026-07-10,2027-04-23,Completed
CTR-00271,MPLADS-SYN-0569,TND-00569,IA-007,CON-003,1277023.08,2026-03-19,2026-12-08,Active
CTR-00272,MPLADS-SYN-0570,TND-00570,IA-005,CON-007,2063827.45,2026-02-08,2026-06-16,Active
CTR-00273,MPLADS-SYN-0573,TND-00573,IA-007,CON-002,2295176.96,2026-03-08,2026-10-29,Delayed
CTR-00274,MPLADS-SYN-0574,TND-00574,IA-004,CON-006,3571672.77,2026-08-15,2027-04-07,Completed
CTR-00275,MPLADS-SYN-0575,TND-00575,IA-004,CON-002,1531789.93,2026-01-31,2026-07-12,Delayed
CTR-00276,MPLADS-SYN-0576,TND-00576,IA-006,CON-006,451259.47,2026-02-17,2027-01-14,Completed
CTR-00277,MPLADS-SYN-0577,TND-00577,IA-001,CON-003,3408919.07,2026-06-17,2027-06-26,Delayed
CTR-00278,MPLADS-SYN-0578,TND-00578,IA-004,CON-002,652084.58,2025-12-22,2026-09-22,Active
CTR-00279,MPLADS-SYN-0579,TND-00579,IA-001,CON-006,943879.23,2026-08-05,2027-03-17,Active
CTR-00280,MPLADS-SYN-0581,TND-00581,IA-003,CON-007,1418171.97,2026-07-26,2027-03-07,Completed
CTR-00281,MPLADS-SYN-0585,TND-00585,IA-007,CON-007,977463.51,2025-12-14,2026-05-22,Active
CTR-00282,MPLADS-SYN-0588,TND-00588,IA-002,CON-003,1536949.11,2026-06-08,2026-10-10,Active
CTR-00283,MPLADS-SYN-0589,TND-00589,IA-007,CON-005,492554.42,2026-07-18,2027-05-15,Completed
CTR-00284,MPLADS-SYN-0590,TND-00590,IA-007,CON-002,1215624.51,2026-04-29,2026-12-05,Completed
CTR-00285,MPLADS-SYN-0596,TND-00596,IA-005,CON-006,1856616.77,2026-07-01,2027-05-31,Completed
CTR-00286,MPLADS-SYN-0597,TND-00597,IA-002,CON-001,1310214.57,2026-05-04,2027-06-01,Active
CTR-00287,MPLADS-SYN-0598,TND-00598,IA-007,CON-006,1032950.69,2026-02-10,2026-12-05,Active
CTR-00288,MPLADS-SYN-0599,TND-00599,IA-003,CON-004,729952.05,2026-08-25,2027-09-18,Completed
CTR-00289,MPLADS-SYN-0601,TND-00601,IA-003,CON-004,1361896.93,2026-03-24,2026-10-15,Active
CTR-00290,MPLADS-SYN-0602,TND-00602,IA-005,CON-006,325871.42,2026-03-10,2027-03-15,Completed
CTR-00291,MPLADS-SYN-0605,TND-00605,IA-007,CON-004,1150756.64,2026-03-31,2027-01-20,Active
CTR-00292,MPLADS-SYN-0608,TND-00608,IA-004,CON-001,1183410.09,2025-12-12,2027-01-31,Completed
CTR-00293,MPLADS-SYN-0611,TND-00611,IA-004,CON-004,610232.91,2026-04-20,2026-09-25,Active
CTR-00294,MPLADS-SYN-0612,TND-00612,IA-001,CON-007,679760.97,2026-01-30,2027-03-09,Delayed
CTR-00295,MPLADS-SYN-0613,TND-00613,IA-003,CON-001,1834470.28,2026-01-13,2026-10-29,Completed
CTR-00296,MPLADS-SYN-0614,TND-00614,IA-001,CON-007,3489697.96,2026-02-10,2027-03-02,Active
CTR-00297,MPLADS-SYN-0617,TND-00617,IA-003,CON-006,1941863.75,2026-06-26,2027-05-04,Delayed
CTR-00298,MPLADS-SYN-0620,TND-00620,IA-006,CON-001,3277520.78,2026-07-27,2027-05-19,Active
CTR-00299,MPLADS-SYN-0621,TND-00621,IA-002,CON-005,906848.1,2026-04-09,2026-11-25,Active
CTR-00300,MPLADS-SYN-0622,TND-00622,IA-007,CON-003,985680.7,2026-02-09,2026-07-28,Active
CTR-00301,MPLADS-SYN-0624,TND-00624,IA-004,CON-004,1208437.19,2026-03-07,2026-12-11,Active
CTR-00302,MPLADS-SYN-0625,TND-00625,IA-001,CON-007,4328491.08,2026-05-03,2027-06-07,Active
CTR-00303,MPLADS-SYN-0628,TND-00628,IA-007,CON-002,3168575.98,2026-07-10,2026-12-05,Active
CTR-00304,MPLADS-SYN-0630,TND-00630,IA-007,CON-002,557038.92,2026-08-14,2027-09-10,Active
CTR-00305,MPLADS-SYN-0632,TND-00632,IA-007,CON-003,2312778.99,2026-04-30,2027-01-07,Delayed
CTR-00306,MPLADS-SYN-0637,TND-00637,IA-001,CON-001,1296028.51,2026-05-03,2026-12-05,Completed
CTR-00307,MPLADS-SYN-0638,TND-00638,IA-003,CON-005,811634.17,2026-05-18,2026-11-19,Active
CTR-00308,MPLADS-SYN-0639,TND-00639,IA-006,CON-004,1917737.96,2026-06-26,2027-04-01,Active
CTR-00309,MPLADS-SYN-0641,TND-00641,IA-007,CON-003,895698.68,2026-02-17,2026-08-08,Completed
CTR-00310,MPLADS-SYN-0643,TND-00643,IA-007,CON-006,1111607.96,2026-05-09,2027-06-27,Delayed
CTR-00311,MPLADS-SYN-0644,TND-00644,IA-002,CON-001,4339754.34,2026-07-22,2027-03-22,Active
CTR-00312,MPLADS-SYN-0646,TND-00646,IA-004,CON-002,1260058.4,2026-05-03,2027-06-27,Active
CTR-00313,MPLADS-SYN-0647,TND-00647,IA-003,CON-006,965803.62,2026-06-18,2027-01-12,Active
CTR-00314,MPLADS-SYN-0654,TND-00654,IA-003,CON-001,1786520.14,2026-02-04,2027-02-22,Completed
CTR-00315,MPLADS-SYN-0655,TND-00655,IA-007,CON-006,2352982.4,2026-03-02,2026-09-17,Delayed
CTR-00316,MPLADS-SYN-0656,TND-00656,IA-006,CON-003,1465563.51,2026-08-03,2027-03-09,Completed
CTR-00317,MPLADS-SYN-0658,TND-00658,IA-005,CON-006,857219.58,2026-06-09,2026-11-22,Active
CTR-00318,MPLADS-SYN-0659,TND-00659,IA-006,CON-006,4160277.66,2026-06-24,2027-03-22,Delayed
CTR-00319,MPLADS-SYN-0660,TND-00660,IA-006,CON-005,3050566.3,2025-12-12,2026-05-26,Active
CTR-00320,MPLADS-SYN-0663,TND-00663,IA-005,CON-007,540167.06,2026-05-11,2027-01-13,Active
CTR-00321,MPLADS-SYN-0664,TND-00664,IA-005,CON-002,612301.62,2026-01-19,2026-11-05,Completed
CTR-00322,MPLADS-SYN-0665,TND-00665,IA-006,CON-003,593051.13,2026-06-07,2027-04-08,Active
CTR-00323,MPLADS-SYN-0667,TND-00667,IA-005,CON-006,2669197.69,2026-05-27,2026-10-21,Active
CTR-00324,MPLADS-SYN-0669,TND-00669,IA-007,CON-001,3424165.59,2026-07-04,2027-04-14,Active
CTR-00325,MPLADS-SYN-0673,TND-00673,IA-006,CON-001,844694.87,2025-12-28,2026-05-16,Active
CTR-00326,MPLADS-SYN-0674,TND-00674,IA-004,CON-007,312099.67,2026-01-30,2026-06-29,Completed
CTR-00327,MPLADS-SYN-0678,TND-00678,IA-001,CON-001,1819690.61,2026-02-15,2026-11-13,Active
CTR-00328,MPLADS-SYN-0684,TND-00684,IA-003,CON-004,1036360.38,2026-02-02,2027-01-18,Delayed
CTR-00329,MPLADS-SYN-0686,TND-00686,IA-006,CON-006,367448.43,2026-05-23,2027-06-19,Active
CTR-00330,MPLADS-SYN-0687,TND-00687,IA-007,CON-002,2132479.12,2026-06-16,2026-12-04,Active
CTR-00331,MPLADS-SYN-0688,TND-00688,IA-007,CON-001,1307454.52,2026-04-21,2027-03-15,Completed
CTR-00332,MPLADS-SYN-0690,TND-00690,IA-004,CON-001,871648.64,2026-06-06,2027-07-12,Completed
CTR-00333,MPLADS-SYN-0691,TND-00691,IA-003,CON-001,3902988.15,2026-04-01,2027-01-06,Completed
CTR-00334,MPLADS-SYN-0695,TND-00695,IA-006,CON-004,1360873.66,2026-03-13,2027-03-01,Delayed
CTR-00335,MPLADS-SYN-0697,TND-00697,IA-005,CON-005,1787091.31,2026-04-07,2027-03-14,Active
CTR-00336,MPLADS-SYN-0700,TND-00700,IA-001,CON-004,1973911.18,2026-01-23,2026-10-26,Completed
CTR-00337,MPLADS-SYN-0701,TND-00701,IA-001,CON-005,1010325.35,2026-07-30,2027-05-01,Active
CTR-00338,MPLADS-SYN-0702,TND-00702,IA-005,CON-005,478935.17,2025-11-30,2027-01-09,Active
CTR-00339,MPLADS-SYN-0704,TND-00704,IA-004,CON-003,1636485.7,2026-07-10,2026-12-27,Active
CTR-00340,MPLADS-SYN-0707,TND-00707,IA-001,CON-003,1651182.24,2026-04-13,2027-03-07,Completed
CTR-00341,MPLADS-SYN-0708,TND-00708,IA-003,CON-007,4386401.73,2026-04-14,2027-02-02,Active
CTR-00342,MPLADS-SYN-0709,TND-00709,IA-005,CON-004,3897348.66,2026-05-26,2026-10-21,Delayed
CTR-00343,MPLADS-SYN-0711,TND-00711,IA-002,CON-001,918183.46,2026-03-07,2026-12-09,Active
CTR-00344,MPLADS-SYN-0715,TND-00715,IA-001,CON-007,793229.34,2026-05-04,2026-10-23,Active
CTR-00345,MPLADS-SYN-0716,TND-00716,IA-007,CON-005,993260.35,2026-07-07,2027-06-06,Active
CTR-00346,MPLADS-SYN-0722,TND-00722,IA-001,CON-001,1345536.68,2026-04-03,2027-02-12,Delayed
CTR-00347,MPLADS-SYN-0723,TND-00723,IA-004,CON-004,1364302.72,2026-04-20,2026-10-04,Active
CTR-00348,MPLADS-SYN-0724,TND-00724,IA-004,CON-001,316947.85,2026-01-15,2026-06-14,Active
CTR-00349,MPLADS-SYN-0725,TND-00725,IA-001,CON-007,1006898.22,2026-02-14,2026-09-03,Completed
CTR-00350,MPLADS-SYN-0728,TND-00728,IA-007,CON-005,382953.2,2026-01-03,2026-07-10,Active
CTR-00351,MPLADS-SYN-0730,TND-00730,IA-001,CON-004,1480701.55,2026-08-27,2027-07-20,Active
CTR-00352,MPLADS-SYN-0732,TND-00732,IA-003,CON-003,801074.22,2026-07-24,2027-06-22,Active
CTR-00353,MPLADS-SYN-0734,TND-00734,IA-006,CON-005,1244824.18,2026-08-27,2027-03-12,Active
CTR-00354,MPLADS-SYN-0746,TND-00746,IA-005,CON-004,933224.8,2025-12-29,2027-01-08,Completed
CTR-00355,MPLADS-SYN-0748,TND-00748,IA-002,CON-006,1155602.04,2026-04-02,2027-02-21,Active
CTR-00356,MPLADS-SYN-0751,TND-00751,IA-006,CON-003,559309.8,2026-04-13,2027-02-22,Delayed
CTR-00357,MPLADS-SYN-0754,TND-00754,IA-002,CON-004,2900278.09,2026-04-27,2026-11-07,Active
CTR-00358,MPLADS-SYN-0756,TND-00756,IA-006,CON-004,2920295.4,2026-07-02,2027-07-27,Active
CTR-00359,MPLADS-SYN-0758,TND-00758,IA-006,CON-004,1625857.68,2026-02-07,2026-10-23,Delayed
CTR-00360,MPLADS-SYN-0759,TND-00759,IA-005,CON-001,836016.6,2026-08-27,2027-10-14,Active
CTR-00361,MPLADS-SYN-0760,TND-00760,IA-006,CON-006,636277.05,2026-08-09,2026-12-08,Active
CTR-00362,MPLADS-SYN-0761,TND-00761,IA-003,CON-007,1090899.41,2026-05-03,2027-02-23,Active
CTR-00363,MPLADS-SYN-0764,TND-00764,IA-005,CON-006,814868.8,2026-01-13,2026-07-23,Completed
CTR-00364,MPLADS-SYN-0766,TND-00766,IA-002,CON-004,4009730.6,2026-03-11,2027-03-18,Active
CTR-00365,MPLADS-SYN-0767,TND-00767,IA-007,CON-006,1347039.25,2026-01-13,2026-07-19,Delayed
CTR-00366,MPLADS-SYN-0772,TND-00772,IA-002,CON-001,1031615.06,2026-04-25,2026-09-17,Active
CTR-00367,MPLADS-SYN-0774,TND-00774,IA-003,CON-001,1154302.73,2025-12-12,2026-06-30,Active
CTR-00368,MPLADS-SYN-0775,TND-00775,IA-004,CON-005,2872038.39,2026-07-03,2026-11-15,Active
CTR-00369,MPLADS-SYN-0777,TND-00777,IA-007,CON-007,313163.64,2026-06-15,2027-06-07,Completed
CTR-00370,MPLADS-SYN-0781,TND-00781,IA-003,CON-001,763418.12,2026-02-02,2027-03-15,Completed
CTR-00371,MPLADS-SYN-0783,TND-00783,IA-005,CON-003,1621930.04,2026-04-21,2027-04-28,Active
CTR-00372,MPLADS-SYN-0790,TND-00790,IA-006,CON-007,2074227.68,2026-04-10,2026-12-16,Active
CTR-00373,MPLADS-SYN-0792,TND-00792,IA-007,CON-001,988718.68,2026-05-15,2027-06-23,Delayed
CTR-00374,MPLADS-SYN-0794,TND-00794,IA-006,CON-001,1170459.76,2026-04-18,2026-10-17,Active
CTR-00375,MPLADS-SYN-0795,TND-00795,IA-002,CON-005,2991841.63,2026-05-31,2027-03-26,Active
CTR-00376,MPLADS-SYN-0796,TND-00796,IA-005,CON-004,189366.71,2025-12-25,2026-09-22,Completed
CTR-00377,MPLADS-SYN-0797,TND-00797,IA-001,CON-004,1284986.62,2026-02-05,2026-09-08,Active
CTR-00378,MPLADS-SYN-0798,TND-00798,IA-005,CON-005,4056696.63,2025-12-26,2026-10-11,Active
CTR-00379,MPLADS-SYN-0801,TND-00801,IA-002,CON-004,1762509.06,2026-07-07,2027-01-18,Delayed
CTR-00380,MPLADS-SYN-0802,TND-00802,IA-005,CON-005,840632.58,2026-07-06,2026-11-11,Delayed
CTR-00381,MPLADS-SYN-0803,TND-00803,IA-006,CON-004,2069467.85,2026-04-14,2026-09-03,Completed
CTR-00382,MPLADS-SYN-0804,TND-00804,IA-001,CON-004,2811494.63,2026-05-29,2027-07-05,Active
CTR-00383,MPLADS-SYN-0806,TND-00806,IA-007,CON-001,2266746.39,2026-06-21,2027-01-15,Active
CTR-00384,MPLADS-SYN-0807,TND-00807,IA-002,CON-003,1273856.94,2026-01-28,2026-10-09,Active
CTR-00385,MPLADS-SYN-0813,TND-00813,IA-001,CON-006,1401434.1,2026-06-18,2027-05-18,Completed
CTR-00386,MPLADS-SYN-0814,TND-00814,IA-003,CON-005,319591.37,2026-06-28,2027-03-28,Delayed
CTR-00387,MPLADS-SYN-0815,TND-00815,IA-007,CON-005,645016.11,2026-08-03,2027-04-14,Delayed
CTR-00388,MPLADS-SYN-0817,TND-00817,IA-001,CON-004,1402279.55,2026-06-17,2027-05-07,Completed
CTR-00389,MPLADS-SYN-0818,TND-00818,IA-003,CON-007,3414975.06,2026-08-17,2027-01-05,Active
CTR-00390,MPLADS-SYN-0819,TND-00819,IA-002,CON-003,2476650.74,2026-05-09,2027-01-15,Active
CTR-00391,MPLADS-SYN-0822,TND-00822,IA-003,CON-002,900145.87,2025-12-29,2027-01-10,Completed
CTR-00392,MPLADS-SYN-0827,TND-00827,IA-001,CON-001,1081965.81,2026-01-20,2026-12-29,Delayed
CTR-00393,MPLADS-SYN-0830,TND-00830,IA-004,CON-006,1940368.69,2026-04-25,2027-01-02,Active
CTR-00394,MPLADS-SYN-0831,TND-00831,IA-006,CON-004,477662.55,2026-03-23,2026-08-08,Active
CTR-00395,MPLADS-SYN-0833,TND-00833,IA-004,CON-001,817845.42,2026-04-15,2027-02-28,Completed
CTR-00396,MPLADS-SYN-0836,TND-00836,IA-001,CON-004,4597248.44,2026-02-02,2026-11-30,Delayed
CTR-00397,MPLADS-SYN-0837,TND-00837,IA-003,CON-007,1517393.99,2026-01-24,2026-07-31,Active
CTR-00398,MPLADS-SYN-0844,TND-00844,IA-004,CON-001,3486110.6,2026-03-12,2027-03-30,Delayed
CTR-00399,MPLADS-SYN-0847,TND-00847,IA-005,CON-006,1889261.69,2026-01-07,2027-02-02,Delayed
CTR-00400,MPLADS-SYN-0849,TND-00849,IA-002,CON-003,1310381.76,2026-04-19,2027-02-28,Completed
CTR-00401,MPLADS-SYN-0852,TND-00852,IA-001,CON-002,1009184.33,2026-05-07,2027-04-09,Active
CTR-00402,MPLADS-SYN-0855,TND-00855,IA-005,CON-001,2482710.88,2026-05-20,2026-10-24,Active
CTR-00403,MPLADS-SYN-0863,TND-00863,IA-004,CON-001,332096.4,2026-02-13,2026-12-29,Active
CTR-00404,MPLADS-SYN-0864,TND-00864,IA-001,CON-006,2106652.22,2026-02-25,2027-01-24,Active
CTR-00405,MPLADS-SYN-0867,TND-00867,IA-002,CON-007,3736395.56,2026-01-10,2026-07-19,Active
CTR-00406,MPLADS-SYN-0873,TND-00873,IA-002,CON-001,329311.02,2026-04-23,2026-10-05,Active
CTR-00407,MPLADS-SYN-0874,TND-00874,IA-006,CON-007,1133941.8,2026-03-08,2026-10-13,Delayed
CTR-00408,MPLADS-SYN-0876,TND-00876,IA-004,CON-006,701958.69,2026-08-12,2026-12-14,Completed
CTR-00409,MPLADS-SYN-0878,TND-00878,IA-003,CON-003,354999.87,2026-02-28,2027-03-01,Completed
CTR-00410,MPLADS-SYN-0879,TND-00879,IA-007,CON-003,2148617.01,2026-01-22,2027-01-05,Active
CTR-00411,MPLADS-SYN-0880,TND-00880,IA-006,CON-001,1183950.96,2026-03-10,2027-04-29,Active
CTR-00412,MPLADS-SYN-0881,TND-00881,IA-003,CON-006,855443.76,2026-01-04,2026-08-21,Active
CTR-00413,MPLADS-SYN-0883,TND-00883,IA-001,CON-005,2129490.28,2026-04-06,2026-11-18,Completed
CTR-00414,MPLADS-SYN-0887,TND-00887,IA-003,CON-005,358717.91,2026-02-26,2026-08-27,Completed
CTR-00415,MPLADS-SYN-0888,TND-00888,IA-001,CON-005,3297055.36,2026-03-13,2027-04-03,Completed
CTR-00416,MPLADS-SYN-0892,TND-00892,IA-004,CON-006,1667094.61,2026-07-03,2027-03-05,Active
CTR-00417,MPLADS-SYN-0893,TND-00893,IA-006,CON-007,1838070.46,2026-05-26,2027-07-11,Completed
CTR-00418,MPLADS-SYN-0894,TND-00894,IA-002,CON-003,1637909.97,2026-07-21,2027-04-24,Active
CTR-00419,MPLADS-SYN-0895,TND-00895,IA-005,CON-005,3126950.14,2026-05-06,2026-11-04,Completed
CTR-00420,MPLADS-SYN-0896,TND-00896,IA-001,CON-006,880095.58,2026-04-25,2027-04-15,Active
CTR-00421,MPLADS-SYN-0898,TND-00898,IA-001,CON-004,3960436.08,2026-06-24,2027-04-25,Active
CTR-00422,MPLADS-SYN-0899,TND-00899,IA-002,CON-003,615365.75,2026-03-03,2026-12-05,Delayed
CTR-00423,MPLADS-SYN-0900,TND-00900,IA-004,CON-006,2274152.9,2026-07-05,2027-01-06,Active
CTR-00424,MPLADS-SYN-0903,TND-00903,IA-004,CON-002,590774.03,2026-07-12,2027-05-11,Active
CTR-00425,MPLADS-SYN-0905,TND-00905,IA-004,CON-003,1477124.02,2026-02-15,2027-01-10,Delayed
CTR-00426,MPLADS-SYN-0907,TND-00907,IA-005,CON-007,1738280.62,2026-04-15,2026-12-01,Active
CTR-00427,MPLADS-SYN-0908,TND-00908,IA-003,CON-003,2057230.47,2026-01-12,2027-02-24,Completed
CTR-00428,MPLADS-SYN-0909,TND-00909,IA-001,CON-002,1323476.99,2026-08-25,2027-04-15,Active
CTR-00429,MPLADS-SYN-0910,TND-00910,IA-005,CON-002,3838771.28,2025-12-25,2026-11-11,Delayed
CTR-00430,MPLADS-SYN-0912,TND-00912,IA-007,CON-006,1265069.93,2026-02-19,2026-06-23,Completed
CTR-00431,MPLADS-SYN-0913,TND-00913,IA-004,CON-005,1045358.19,2026-02-23,2027-03-11,Delayed
CTR-00432,MPLADS-SYN-0916,TND-00916,IA-003,CON-006,1183799.4,2026-01-18,2027-02-12,Delayed
CTR-00433,MPLADS-SYN-0918,TND-00918,IA-007,CON-007,2526800.95,2026-02-24,2026-12-10,Delayed
CTR-00434,MPLADS-SYN-0919,TND-00919,IA-006,CON-005,676726.29,2026-03-25,2026-10-07,Active
CTR-00435,MPLADS-SYN-0921,TND-00921,IA-004,CON-006,825900.47,2026-06-20,2027-04-24,Active
CTR-00436,MPLADS-SYN-0922,TND-00922,IA-005,CON-003,1240576.2,2026-07-13,2027-01-30,Active
CTR-00437,MPLADS-SYN-0923,TND-00923,IA-007,CON-002,1714472.0,2026-04-03,2027-05-02,Active
CTR-00438,MPLADS-SYN-0926,TND-00926,IA-007,CON-001,779543.06,2026-02-25,2026-08-20,Active
CTR-00439,MPLADS-SYN-0928,TND-00928,IA-002,CON-006,504527.66,2026-02-24,2026-09-10,Active
CTR-00440,MPLADS-SYN-0930,TND-00930,IA-003,CON-001,1337358.93,2026-05-15,2027-03-22,Active
CTR-00441,MPLADS-SYN-0933,TND-00933,IA-006,CON-004,2098168.43,2026-01-23,2026-06-13,Delayed
CTR-00442,MPLADS-SYN-0934,TND-00934,IA-001,CON-005,1337105.07,2026-04-23,2027-05-09,Completed
CTR-00443,MPLADS-SYN-0936,TND-00936,IA-001,CON-007,2915562.44,2025-12-23,2026-11-26,Completed
CTR-00444,MPLADS-SYN-0938,TND-00938,IA-007,CON-005,2191413.27,2025-12-06,2026-11-07,Delayed
CTR-00445,MPLADS-SYN-0942,TND-00942,IA-004,CON-007,1102353.31,2026-07-01,2027-05-26,Delayed
CTR-00446,MPLADS-SYN-0943,TND-00943,IA-006,CON-006,988858.43,2025-12-22,2027-01-03,Active
CTR-00447,MPLADS-SYN-0945,TND-00945,IA-007,CON-005,2689869.43,2026-03-04,2027-01-22,Completed
CTR-00448,MPLADS-SYN-0946,TND-00946,IA-005,CON-007,1603254.15,2026-01-12,2026-10-24,Active
CTR-00449,MPLADS-SYN-0947,TND-00947,IA-006,CON-007,1922476.01,2025-12-28,2026-12-28,Completed
CTR-00450,MPLADS-SYN-0948,TND-00948,IA-001,CON-007,1102605.54,2026-01-17,2026-10-07,Completed
CTR-00451,MPLADS-SYN-0949,TND-00949,IA-003,CON-004,1054946.01,2026-02-06,2027-03-27,Delayed
CTR-00452,MPLADS-SYN-0950,TND-00950,IA-006,CON-003,696954.58,2026-06-03,2027-03-21,Active
CTR-00453,MPLADS-SYN-0957,TND-00957,IA-001,CON-005,903248.79,2026-09-06,2027-02-13,Active
CTR-00454,MPLADS-SYN-0958,TND-00958,IA-002,CON-006,3502068.22,2026-08-07,2027-06-05,Active
CTR-00455,MPLADS-SYN-0959,TND-00959,IA-006,CON-006,609219.16,2026-02-21,2026-08-01,Delayed
CTR-00456,MPLADS-SYN-0961,TND-00961,IA-001,CON-003,917932.03,2026-05-27,2027-03-08,Completed
CTR-00457,MPLADS-SYN-0962,TND-00962,IA-002,CON-007,2159032.33,2026-08-13,2027-05-28,Active
CTR-00458,MPLADS-SYN-0963,TND-00963,IA-006,CON-007,1662108.32,2026-03-28,2027-04-09,Delayed
CTR-00459,MPLADS-SYN-0964,TND-00964,IA-001,CON-005,2709761.47,2026-05-29,2027-02-13,Delayed
CTR-00460,MPLADS-SYN-0965,TND-00965,IA-001,CON-006,2122305.77,2026-04-20,2027-01-06,Active
CTR-00461,MPLADS-SYN-0970,TND-00970,IA-006,CON-005,1428135.32,2026-01-19,2026-06-20,Completed
CTR-00462,MPLADS-SYN-0971,TND-00971,IA-003,CON-006,910311.85,2026-04-02,2027-04-26,Delayed
CTR-00463,MPLADS-SYN-0972,TND-00972,IA-002,CON-006,1146207.22,2026-02-27,2026-09-15,Delayed
CTR-00464,MPLADS-SYN-0974,TND-00974,IA-006,CON-004,1731701.46,2026-01-13,2026-12-26,Completed
CTR-00465,MPLADS-SYN-0977,TND-00977,IA-007,CON-001,3326887.37,2026-01-16,2026-07-16,Active
CTR-00466,MPLADS-SYN-0978,TND-00978,IA-003,CON-006,585377.73,2026-02-06,2027-02-13,Delayed
CTR-00467,MPLADS-SYN-0979,TND-00979,IA-007,CON-001,429292.71,2026-06-29,2027-03-07,Completed
